Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",8.0,2.0,13.0,21.0,,,,,,,,,,1.0,1.0,,,,,,,,
32,"Baldwin, Jason",14.0,,12.0,26.0,,,,2.0,,,,,1.0,2.0,,,,,,,,,
22,"Bamford, Scott",13.0,2.0,7.0,20.0,,,,,,,,,1.0,2.0,,,,,,,,,
5,"Barker, John",,,3.0,3.0,,,,,,,,,,,,,,,,,,,
29,"Cassidy, Brad",3.0,,2.0,5.0,,,,,,,,,2.0,,,,,,,,,,
24,"Cummings, Trent",11.0,5.0,11.0,22.0,3.0,,,3.0,,,,,3.0,2.0,,,,,,,,,
20,"Dwyer, Mick",6.0,4.0,9.0,15.0,,1.0,,,,,,,,2.0,,,,,,,,,
17,"Hawking, Simon",5.0,3.0,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,
10,"Hogg, Jeff",13.0,5.0,1.0,14.0,1.0,2.0,2.0,,,,,,1.0,1.0,,,,,,,,,
19,"Holmes, Darren",6.0,7.0,25.0,31.0,,,,3.0,,,,,1.0,1.0,,,,,,,,,
2,"Johnson, Chris",6.0,3.0,9.0,15.0,,,,2.0,,,,,,,,,,,,,,,
36,"Lamb, Wayne",,,,,,,,2.0,,,,,,,,,,,,,,,
25,"McCarthy, John",3.0,,1.0,4.0,,,,1.0,,,,,,,,,,,,,,,
3,"Mellington, Anthony",7.0,3.0,11.0,18.0,,,,3.0,,,,,1.0,1.0,,,,,,,,,
7,"Molloy, Jarrod",4.0,3.0,3.0,7.0,2.0,,,1.0,,,,,,3.0,,,,,,,,,
34,"Morton, Danny",7.0,3.0,10.0,17.0,,2.0,,1.0,,,,,,,,,,,,,,,
4,"Paxman, Stephen",5.0,3.0,5.0,10.0,,,,,,,,,,1.0,,,,,,,,,
8,"Pike, Martin",16.0,3.0,3.0,19.0,,,,3.0,,,,,2.0,1.0,,,,,,,,,
12,"Primus, Matthew",4.0,1.0,12.0,16.0,,,13.0,4.0,,,,,3.0,2.0,,,,,,,,,
37,"Rombotis, John",13.0,4.0,9.0,22.0,2.0,,,4.0,,,,,4.0,1.0,,,,,,,,,
33,"Warfe, Rowan",5.0,1.0,12.0,17.0,,,,,,,,,2.0,3.0,,,,,,,,,
Totals,Totals,149.0,52.0,159.0,308.0,11.0,5.0,15.0,29.0,,,,,21.0,23.0,1.0,,,,,,,,
Opposition,Opposition,197.0,77.0,93.0,290.0,13.0,14.0,15.0,38.0,,,,,23.0,21.0,5.0,,,,,,,,
