Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",24y 153d,140 (85-1-54 61.07%),16 (0.11),←,
22,"Breust, Luke",21y 231d,29 (23-0-6 79.31%),50 (1.72),←,
9,"Burgoyne, Shaun",29y 252d,210 (135-1-74 64.52%),198 (0.94),53 (38-1-14 72.64%),27 (0.51)
23,"Franklin, Lance",25y 151d,155 (86-1-68 55.81%),498 (3.21),←,
6,"Gibson, Josh",28y 108d,113 (60-2-51 53.98%),2 (0.02),48 (31-1-16 65.63%),
18,"Guerra, Brent",30y 31d,230 (153-1-76 66.74%),104 (0.45),134 (84-1-49 63.06%),21 (0.16)
19,"Gunston, Jack",20y 257d,21 (10-0-11 47.62%),29 (1.38),7 (5-0-2 71.43%),9 (1.29)
20,"Hale, David",28y 38d,162 (80-2-80 50.00%),149 (0.92),33 (24-0-9 72.73%),30 (0.91)
3,"Lewis, Jordan",26y 66d,158 (86-1-71 54.75%),78 (0.49),←,
5,"Mitchell, Sam",29y 261d,210 (113-1-96 54.05%),51 (0.24),←,
28,"Puopolo, Paul",24y 210d,29 (23-0-6 79.31%),17 (0.59),←,
33,"Rioli, Cyril",22y 351d,96 (62-1-33 65.10%),124 (1.29),←,
2,"Roughead, Jarryd",25y 158d,148 (82-1-65 55.74%),276 (1.86),←,
21,"Savage, Shane",21y 176d,33 (23-0-10 69.70%),21 (0.64),←,
25,"Schoenmakers, Ryan",21y 234d,48 (25-0-23 52.08%),1 (0.02),←,
12,"Sewell, Brad",28y 148d,158 (87-1-70 55.38%),22 (0.14),←,
26,"Shiels, Liam",21y 61d,53 (33-0-20 62.26%),14 (0.26),←,
16,"Smith, Isaac",23y 182d,26 (21-0-5 80.77%),27 (1.04),←,
24,"Stratton, Ben",23y 120d,40 (24-1-15 61.25%),1 (0.03),←,
4,"Suckling, Matt",23y 340d,42 (28-0-14 66.67%),15 (0.36),←,
37,"Whitecross, Brendan",22y 156d,62 (38-1-23 62.10%),32 (0.52),←,
11,"Young, Clinton",26y 134d,105 (62-1-42 59.52%),53 (0.50),←,
Totals,Totals,24y 356d,2268 (1339-16-913 59.04%),1778 (0.78),,
C,"Clarkson, Alastair",44y 63d,176 (97-1-78 55.40%),,←,
