Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",18,7,9,27,1,3.0,,1.0,,,,,1.0,1.0,2.0,,,,,,,,
32,"Baldwin, Jason",16,4,2,18,,,,1.0,,,,,1.0,3.0,,,,,,,,,
17,"Broderick, Paul",9,4,14,23,2,,,2.0,,,,,,,,,,,,,,,
22,"Caven, Peter",5,2,7,12,,,,3.0,,,,,1.0,1.0,,,,,,,,,
10,"Davis, Brad",,1,1,1,,,5.0,1.0,,,,,,,,,,,,,,,
2,"Dundas, Matthew",19,5,6,25,,,1.0,,,,,,,2.0,,,,,,,,,
18,"Dunstan, Michael",9,4,1,10,3,2.0,,3.0,,,,,,1.0,,,,,,,,,
28,"Elliott, Jamie",10,1,4,14,,,,1.0,,,,,3.0,,,,,,,,,,
7,"Gale, Michael",7,3,5,12,,,,1.0,,,,,1.0,,,,,,,,,,
6,"Guard, Jeremy",11,4,6,17,,1.0,,7.0,,,,,1.0,1.0,,,,,,,,,
11,"Lynch, Alastair",15,9,6,21,1,1.0,,1.0,,,,,2.0,3.0,,,,,,,,,
31,"Matthews, Ashley",9,5,4,13,,,7.0,2.0,,,,,,2.0,,,,,,,,,
21,"Morrish, Paul",4,3,4,8,,1.0,,1.0,,,,,,3.0,,,,,,,,,
1,"Roos, Paul",14,7,8,22,1,,,3.0,,,,,1.0,2.0,,,,,,,,,
9,"Sartori, Peter",7,3,1,8,2,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,
3,"Seecamp, Marcus",5,4,8,13,1,1.0,,,,,,,,1.0,,,,,,,,,
33,"Stephens, Brett",11,4,11,22,1,1.0,1.0,,,,,,5.0,,,,,,,,,,
12,"Wheildon, Darren",11,6,8,19,3,4.0,1.0,1.0,,,,,2.0,3.0,,,,,,,,,
8,"Wynd, Jim",17,1,5,22,1,,,2.0,,,,,5.0,,,,,,,,,,
16,"Zanotti, Mark",9,3,3,12,1,,,1.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,80,113,319,17,16.0,17.0,32.0,,,,,26.0,24.0,2.0,,,,,,,,
Opposition,Opposition,171,68,117,288,17,10.0,15.0,13.0,,,,,24.0,26.0,4.0,,,,,,,,
