Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",25y 179d,48 (19-0-29 39.58%),15 (0.31),26 (11-0-15 42.31%),7 (0.27)
22,"Bower, Nathan",22y 46d,27 (10-0-17 37.04%),11 (0.41),←,
17,"Broderick, Paul",24y 202d,109 (48-0-61 44.04%),89 (0.82),16 (9-0-7 56.25%),9 (0.56)
21,"Bulluss, Paul",24y 182d,27 (6-0-21 22.22%),8 (0.30),←,
9,"Campbell, Wayne",21y 304d,67 (22-0-45 32.84%),40 (0.60),←,
44,"Daffy, Nick",21y 74d,20 (10-0-10 50.00%),10 (0.50),←,
14,"Dear, Greg",31y 98d,153 (111-0-42 72.55%),20 (0.13),16 (9-0-7 56.25%),2 (0.13)
30,"Free, Tony",25y 27d,125 (40-0-85 32.00%),46 (0.37),←,
25,"Gale, Brendon",26y 6d,93 (31-0-62 33.33%),90 (0.97),←,
11,"Gale, Michael",27y 215d,118 (47-0-71 39.83%),30 (0.25),13 (6-0-7 46.15%),1 (0.08)
31,"Howat, John",24y 9d,52 (22-0-30 42.31%),11 (0.21),32 (12-0-20 37.50%),1 (0.03)
3,"Kellaway, Duncan",21y 157d,26 (12-0-14 46.15%),,←,
33,"Knights, Matthew",23y 292d,123 (38-0-85 30.89%),80 (0.65),←,
26,"Leys, Brian",26y 167d,108 (36-0-72 33.33%),19 (0.18),←,
27,"Maxfield, Stuart",22y 106d,61 (18-0-43 29.51%),43 (0.70),←,
34,"Murphy, Justin",18y 91d,8 (6-0-2 75.00%),6 (0.75),←,
6,"Naish, Chris",22y 300d,78 (25-0-53 32.05%),119 (1.53),←,
12,"Richardson, Matthew",19y 127d,27 (10-0-17 37.04%),75 (2.78),←,
4,"Rogers, Matthew",20y 241d,16 (9-0-7 56.25%),21 (1.31),←,
5,"Tape, Jamie",20y 110d,15 (8-0-7 53.33%),,←,
41,"Turner, Scott",24y 54d,71 (22-0-49 30.99%),26 (0.37),←,
Totals,Totals,23y 177d,1372 (550-0-822 40.09%),759 (0.55),,
C,"Northey, John",51y 25d,225 (109-1-115 48.67%),,36 (13-0-23 36.11%),
