Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
37,"Clarke, Dylan",22y 350d,24 (12-1-11 52.08%),6 (0.25),←,
13,"Cox, Nik",19y 219d,21 (10-0-11 47.62%),9 (0.43),←,
12,"Cutler, Tom",26y 183d,86 (27-1-58 31.98%),35 (0.41),20 (9-1-10 47.50%),3 (0.15)
2,"Draper, Sam",22y 328d,20 (6-0-14 30.00%),3 (0.15),←,
42,"Durham, Sam",20y 44d,6 (4-0-2 66.67%),1 (0.17),←,
10,"Francis, Aaron",24y 12d,49 (23-1-25 47.96%),8 (0.16),←,
35,"Guelfi, Matt",24y 8d,62 (33-1-28 54.03%),14 (0.23),←,
21,"Heppell, Dyson",29y 100d,190 (92-2-96 48.95%),62 (0.33),←,
19,"Hind, Nick",27y 3d,43 (20-0-23 46.51%),21 (0.49),22 (11-0-11 50.00%),4 (0.18)
15,"Laverde, Jayden",25y 132d,68 (31-0-37 45.59%),37 (0.54),←,
1,"McGrath, Andrew",23y 81d,92 (47-1-44 51.63%),17 (0.18),←,
7,"Merrett, Zach",25y 323d,164 (71-2-91 43.90%),50 (0.30),←,
3,"Parish, Darcy",24y 28d,115 (49-1-65 43.04%),46 (0.40),←,
16,"Perkins, Archie",19y 149d,20 (11-0-9 55.00%),9 (0.45),←,
27,"Redman, Mason",23y 361d,59 (29-1-29 50.00%),8 (0.14),←,
14,"Ridley, Jordan",22y 306d,47 (21-1-25 45.74%),,←,
9,"Shiel, Dylan",28y 166d,179 (78-4-97 44.69%),80 (0.45),44 (19-1-24 44.32%),16 (0.36)
5,"Smith, Devon",28y 94d,173 (67-3-103 39.60%),142 (0.82),64 (29-1-34 46.09%),42 (0.66)
40,"Snelling, Will",24y 16d,41 (19-1-21 47.56%),23 (0.56),40 (18-1-21 46.25%),22 (0.55)
17,"Stewart, James",27y 171d,71 (31-1-39 44.37%),66 (0.93),53 (23-1-29 44.34%),48 (0.91)
25,"Stringer, Jake",27y 119d,156 (81-0-75 51.92%),277 (1.78),67 (33-0-34 49.25%),117 (1.75)
45,"Waterman, Alec",25y 3d,13 (8-0-5 61.54%),17 (1.31),←,
20,"Wright, Peter",24y 348d,86 (23-0-63 26.74%),114 (1.33),20 (10-0-10 50.00%),29 (1.45)
Totals,Totals,24y 233d,1785 (793-21-971 44.43%),1045 (0.59),,
C,"Rutten, Ben",38y 86d,22 (11-0-11 50.00%),,←,
