Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Barnard, Paul",2,,2,4,,,,1.0,,2.0,2.0,3.0,,,,4.0,,,,2.0,,,39.0
23,"Bolton, Mark",7,1,6,13,,,4.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,,9.0,4.0,1.0,,1.0,2.0,1.0,100.0
37,"Bullen, Marcus",9,3,7,16,,,,4.0,3.0,3.0,5.0,,,,,10.0,5.0,,,2.0,,1.0,88.0
13,"Cupido, Damian",2,,2,4,1,,,3.0,,,,3.0,,,,3.0,1.0,,,,,,60.0
15,"Forster-Knight, Robert",5,2,1,6,,,,2.0,1.0,,1.0,,,,,2.0,4.0,,,,,,50.0
19,"Hille, David",4,,1,5,,,29.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,,3.0,2.0,,,2.0,,,91.0
21,"Jacobs, Danny",4,1,2,6,,,3.0,2.0,1.0,,2.0,2.0,1.0,,,3.0,3.0,,,4.0,,,74.0
14,"Johnson, Jason",10,,5,15,,,,2.0,3.0,6.0,5.0,1.0,,,,9.0,6.0,,,,,1.0,88.0
1,"Johnson, Mark",20,4,5,25,,,1.0,6.0,3.0,7.0,9.0,,2.0,,,15.0,9.0,,,2.0,7.0,1.0,100.0
18,"Lloyd, Matthew",13,9,2,15,5,,,,,3.0,1.0,2.0,,1.0,,5.0,10.0,1.0,6.0,,,1.0,100.0
25,"Lucas, Scott",17,5,3,20,3,1.0,,,,6.0,1.0,4.0,,,,7.0,13.0,1.0,1.0,,,1.0,100.0
33,"McPhee, Adam",6,3,6,12,,1.0,1.0,1.0,,1.0,3.0,2.0,,2.0,,4.0,8.0,,,,,,97.0
10,"McVeigh, Mark",8,,1,9,,,,3.0,2.0,3.0,,3.0,1.0,1.0,,2.0,7.0,,,2.0,,1.0,100.0
2,"Mercuri, Mark",7,3,13,20,,,,1.0,,2.0,3.0,7.0,,2.0,,12.0,6.0,1.0,,1.0,,1.0,88.0
24,"Misiti, Joe",2,1,2,4,,,,2.0,,,2.0,1.0,1.0,1.0,,3.0,1.0,,,1.0,,,47.0
11,"Peverill, Damien",5,3,7,12,,,,4.0,1.0,1.0,4.0,1.0,,,,7.0,5.0,1.0,,1.0,,,94.0
29,"Reynolds, Joel",2,2,2,4,,,,1.0,,,,,,,,1.0,3.0,,,,,,43.0
20,"Richards, Ted",7,1,,7,1,,,,,2.0,1.0,,1.0,,,5.0,2.0,,,5.0,,,70.0
43,"Rioli, Dean",8,1,4,12,2,,2.0,4.0,1.0,2.0,3.0,2.0,,,,6.0,6.0,,1.0,1.0,,,100.0
7,"Solomon, Dean",10,,3,13,,,1.0,6.0,2.0,1.0,3.0,6.0,,4.0,,7.0,5.0,,,3.0,,,88.0
6,"Wellman, Sean",7,2,4,11,,,,1.0,5.0,,,1.0,1.0,1.0,,6.0,4.0,,,2.0,1.0,,100.0
12,"Welsh, Andrew",8,3,3,11,,,,4.0,5.0,,,,,,,1.0,9.0,,,3.0,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,163,44,81,244,12,7.0,41.0,51.0,30.0,44.0,51.0,42.0,9.0,15.0,,124.0,113.0,5.0,8.0,32.0,10.0,8.0,
Opposition,Opposition,166,72,80,246,21,7.0,50.0,60.0,31.0,54.0,30.0,25.0,15.0,9.0,6.0,121.0,122.0,20.0,16.0,24.0,11.0,11.0,
