Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",22y 332d,20 (10-0-10 50.00%),28 (1.40),←,
21,"Barlow, Michael",22y 177d,11 (7-0-4 63.64%),10 (0.91),←,
26,"Bradley, Kepler",24y 212d,78 (21-1-56 27.56%),42 (0.54),29 (8-0-21 27.59%),28 (0.97)
30,"Clarke, Zac",20y 77d,6 (1-0-5 16.67%),,←,
15,"Crowley, Ryan",26y 100d,90 (43-0-47 47.78%),64 (0.71),←,
41,"Duffield, Paul",25y 128d,57 (23-0-34 40.35%),17 (0.30),←,
13,"Fyfe, Nat",18y 268d,8 (5-0-3 62.50%),9 (1.13),←,
14,"Grover, Antoni",30y 94d,171 (73-0-98 42.69%),24 (0.14),←,
4,"Hasleby, Paul",29y 1d,199 (86-0-113 43.22%),119 (0.60),←,
43,"Hayden, Roger",29y 186d,114 (59-0-55 51.75%),13 (0.11),←,
32,"Hill, Stephen",20y 43d,34 (14-0-20 41.18%),19 (0.56),←,
5,"Ibbotson, Garrick",22y 90d,49 (16-0-33 32.65%),15 (0.31),←,
9,"McPhee, Adam",27y 250d,179 (73-1-105 41.06%),97 (0.54),37 (14-0-23 37.84%),14 (0.38)
2,"Morabito, Anthony",18y 227d,12 (8-0-4 66.67%),7 (0.58),←,
16,"Mundy, David",24y 328d,120 (55-0-65 45.83%),41 (0.34),←,
29,"Pavlich, Matthew",28y 164d,225 (97-0-128 43.11%),447 (1.99),←,
31,"Sandilands, Aaron",27y 189d,147 (72-0-75 48.98%),57 (0.39),←,
3,"Schammer, Byron",24y 357d,125 (61-0-64 48.80%),37 (0.30),←,
36,"Silvagni, Alex",22y 257d,9 (6-0-3 66.67%),3 (0.33),←,
8,"Suban, Nick",20y 35d,29 (11-0-18 37.93%),11 (0.38),←,
20,"Tarrant, Chris",29y 268d,231 (101-0-130 43.72%),359 (1.55),70 (26-0-44 37.14%),60 (0.86)
47,"van Berlo, Jay",21y 268d,13 (8-0-5 61.54%),5 (0.38),←,
Totals,Totals,24y 168d,1927 (850-2-1075 44.11%),1424 (0.74),,
C,"Harvey, Mark",45y 2d,63 (24-0-39 38.10%),,←,
