Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bishop, Matthew",7,5,5,12,,,,1.0,5.0,1.0,,,,,,2.0,10.0,,,7.0,,,100.0
20,"Brogan, Dean",3,4,12,15,,,2.0,3.0,,1.0,2.0,5.0,4.0,3.0,,10.0,6.0,2.0,,6.0,,,84.0
8,"Burgoyne, Shaun",12,5,4,16,1,,,7.0,3.0,1.0,1.0,1.0,,1.0,,4.0,11.0,,1.0,3.0,,1.0,99.0
9,"Carr, Josh",14,5,8,22,,2.0,,1.0,1.0,4.0,4.0,4.0,1.0,2.0,,12.0,9.0,,1.0,1.0,3.0,1.0,70.0
25,"Cassisi, Domenic",4,3,5,9,1,,,1.0,,2.0,1.0,,,,,4.0,5.0,,1.0,2.0,,2.0,100.0
26,"Cochrane, Stuart",6,5,1,7,,,,3.0,,2.0,,2.0,1.0,1.0,,2.0,6.0,,,3.0,,,82.0
12,"Cockatoo-Collins, Che",7,4,2,9,2,2.0,,1.0,,,,,,,,5.0,4.0,2.0,4.0,1.0,,1.0,70.0
35,"Cornes, Chad",13,7,1,14,2,1.0,1.0,1.0,,4.0,,3.0,1.0,,,4.0,9.0,1.0,2.0,,,1.0,100.0
18,"Cornes, Kane",6,3,2,8,2,,,2.0,,1.0,1.0,2.0,1.0,,,3.0,5.0,,2.0,1.0,,,100.0
17,"Dew, Stuart",11,2,2,13,2,,,1.0,,4.0,,,,,,4.0,9.0,,2.0,1.0,,2.0,75.0
34,"Guerra, Brent",4,1,2,6,,,,1.0,2.0,2.0,,,,,,3.0,3.0,,,,,,42.0
11,"Hardwick, Damien",9,1,3,12,,,,,2.0,2.0,2.0,2.0,1.0,2.0,,6.0,6.0,,,1.0,,,34.0
38,"James, Roger",17,2,11,28,1,1.0,,6.0,2.0,6.0,9.0,3.0,5.0,,1.0,15.0,13.0,,,3.0,3.0,,89.0
5,"Lade, Brendon",9,7,7,16,,1.0,18.0,2.0,,3.0,2.0,2.0,2.0,1.0,,6.0,10.0,,1.0,3.0,2.0,2.0,89.0
23,"Morgan, Adam",2,2,3,5,,,,,2.0,,,,,,,1.0,3.0,1.0,,1.0,,,31.0
14,"Paxman, Stephen",14,5,7,21,,,,1.0,4.0,1.0,1.0,5.0,2.0,3.0,,10.0,11.0,1.0,,4.0,3.0,,100.0
15,"Pickett, Byron",16,5,4,20,4,2.0,,7.0,,11.0,1.0,2.0,3.0,1.0,2.0,7.0,14.0,,2.0,2.0,5.0,2.0,100.0
27,"Poulton, Jared",13,8,4,17,,1.0,,4.0,2.0,3.0,2.0,2.0,2.0,2.0,,6.0,11.0,2.0,,5.0,6.0,,100.0
6,"Schofield, Jarrad",10,4,7,17,,1.0,,,,2.0,2.0,1.0,,1.0,,4.0,13.0,,,,2.0,,81.0
16,"Tredrea, Warren",17,12,2,19,3,1.0,,3.0,,10.0,,1.0,,1.0,,6.0,12.0,4.0,2.0,,,,100.0
4,"Wanganeen, Gavin",23,7,5,28,,1.0,,,7.0,3.0,1.0,2.0,2.0,,3.0,9.0,19.0,,,1.0,6.0,1.0,100.0
21,"Wilson, Michael",5,4,4,9,,,2.0,5.0,1.0,1.0,1.0,,,,,3.0,5.0,,,3.0,,,53.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,101,101,323,18,17.0,23.0,50.0,31.0,64.0,30.0,37.0,25.0,18.0,6.0,126.0,194.0,13.0,18.0,48.0,30.0,13.0,
Opposition,Opposition,169,59,67,236,12,9.0,16.0,29.0,37.0,46.0,30.0,42.0,18.0,25.0,,120.0,110.0,11.0,5.0,37.0,13.0,6.0,
