North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",23y 6d,69 (33-1-35 48.55%),62 (0.90),←,
30,"Chandler, Jeff",25y 81d,38 (23-1-14 61.84%),4 (0.11),←,
27,"Crocker, Darren",24y 67d,69 (33-1-35 48.55%),44 (0.64),←,
12,"Dilena, Carl",24y 76d,27 (14-0-13 51.85%),16 (0.59),4 (4-0-0 100.00%),1 (0.25)
6,"Fairley, Ian",26y 256d,113 (56-2-55 50.44%),138 (1.22),←,
31,"Gallagher, Michael",25y 23d,39 (27-1-11 70.51%),23 (0.59),23 (17-0-6 73.91%),6 (0.26)
29,"German, Peter",26y 119d,133 (67-3-63 51.50%),159 (1.20),←,
26,"Harris, Darren",25y 288d,48 (23-1-24 48.96%),25 (0.52),←,
9,"Larkin, Matthew",26y 286d,135 (71-3-61 53.70%),122 (0.90),←,
35,"Longmire, John",20y 152d,58 (27-1-30 47.41%),170 (2.93),←,
4,"Martyn, Mick",22y 274d,64 (31-1-32 49.22%),4 (0.06),←,
16,"McCarthy, John",24y 63d,70 (32-1-37 46.43%),75 (1.07),←,
25,"McDonald, Donald",29y 22d,136 (66-3-67 49.63%),147 (1.08),←,
36,"Romero, Jose",19y 304d,40 (22-0-18 55.00%),56 (1.40),←,
2,"Schwass, Wayne",22y 186d,53 (25-0-28 47.17%),26 (0.49),←,
24,"Sholl, Craig",23y 153d,31 (19-0-12 61.29%),6 (0.19),←,
15,"Smith, Ross",26y 118d,128 (59-2-67 46.88%),25 (0.20),←,
17,"Staritski, Justin",20y 326d,6 (5-0-1 83.33%),,←,
7,"Steele, Darren",25y 49d,94 (40-1-53 43.09%),27 (0.29),←,
10,"Stevens, Anthony",19y 334d,25 (12-0-13 48.00%),6 (0.24),←,
Totals,Totals,24y 31d,1376 (685-22-669 49.78%),1135 (0.82),,
C,"Schimmelbusch, Wayne",38y 133d,32 (19-0-13 59.38%),,←,
