Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Breust, Luke",6,2,11,17,4,,,4.0,,1.0,,5.0,2.0,4.0,,8.0,9.0,,1.0,1.0,,1.0,85.0
9,"Burgoyne, Shaun",13,5,1,14,2,1.0,,2.0,1.0,4.0,3.0,2.0,1.0,1.0,,6.0,10.0,,2.0,5.0,,1.0,84.0
5,"Burton, Ryan",3,,5,8,,,,,,1.0,,2.0,,,,3.0,7.0,,,2.0,,,39.0
8,"Duryea, Taylor",10,5,7,17,,1.0,,3.0,1.0,1.0,,2.0,,,,5.0,12.0,,,1.0,,,84.0
12,"Frawley, James",13,5,2,15,,,,,8.0,2.0,,2.0,1.0,1.0,,6.0,8.0,,,12.0,,,91.0
19,"Gunston, Jack",17,7,5,22,2,1.0,,,1.0,6.0,,3.0,2.0,2.0,,8.0,13.0,,1.0,5.0,,2.0,91.0
15,"Hardwick, Blake",11,4,4,15,,,,7.0,3.0,2.0,,1.0,1.0,,,4.0,11.0,,,5.0,,,85.0
31,"Henderson, Ricky",13,4,8,21,2,,,3.0,2.0,4.0,2.0,4.0,1.0,1.0,,5.0,15.0,,,2.0,2.0,,77.0
17,"Howe, Daniel",13,7,7,20,,,,7.0,2.0,1.0,3.0,3.0,,1.0,,8.0,12.0,1.0,,1.0,,1.0,80.0
4,"Impey, Jarman",7,2,11,18,,1.0,,4.0,,4.0,1.0,3.0,,,,6.0,12.0,,,,2.0,,76.0
7,"McEvoy, Ben",3,1,9,12,,,21.0,3.0,2.0,1.0,3.0,2.0,1.0,,,9.0,3.0,,,6.0,,,74.0
3,"Mitchell, Tom",20,8,34,54,,,,2.0,2.0,8.0,9.0,6.0,2.0,2.0,3.0,27.0,28.0,,1.0,,2.0,1.0,92.0
23,"OBrien, Tim",11,2,4,15,,,,2.0,5.0,1.0,1.0,5.0,2.0,3.0,,6.0,8.0,,,10.0,,,87.0
10,"OMeara, Jaeger",14,4,13,27,,1.0,,5.0,3.0,3.0,6.0,8.0,1.0,3.0,2.0,14.0,14.0,,,1.0,,,77.0
28,"Puopolo, Paul",5,2,10,15,,,,7.0,,4.0,,4.0,2.0,1.0,,7.0,9.0,,,,,1.0,91.0
33,"Rioli, Cyril",10,2,4,14,1,1.0,,,,5.0,,5.0,,2.0,,6.0,7.0,,2.0,2.0,,1.0,67.0
2,"Roughead, Jarryd",4,4,6,10,1,1.0,3.0,1.0,,1.0,,1.0,,1.0,,5.0,6.0,1.0,2.0,4.0,,,87.0
25,"Schoenmakers, Ryan",6,2,5,11,1,,5.0,2.0,1.0,3.0,1.0,1.0,,,,4.0,5.0,,,4.0,,,84.0
26,"Shiels, Liam",12,3,3,15,1,,,5.0,,2.0,2.0,5.0,,2.0,,7.0,8.0,1.0,,4.0,,,76.0
6,"Sicily, James",17,7,9,26,,,,2.0,4.0,2.0,,5.0,3.0,3.0,1.0,11.0,11.0,3.0,,9.0,,,91.0
16,"Smith, Isaac",12,7,12,24,1,1.0,,3.0,3.0,4.0,2.0,2.0,,1.0,,7.0,17.0,,2.0,1.0,2.0,,85.0
24,"Stratton, Ben",5,3,7,12,,,,2.0,3.0,,,4.0,1.0,2.0,,4.0,8.0,,,9.0,,,97.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,225,86,177,402,15,11.0,29.0,64.0,41.0,60.0,33.0,75.0,20.0,30.0,6.0,166.0,233.0,6.0,11.0,84.0,8.0,8.0,
Opposition,Opposition,205,70,158,363,9,13.0,46.0,71.0,37.0,58.0,40.0,64.0,30.0,20.0,,165.0,200.0,10.0,6.0,53.0,4.0,5.0,
