Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
24,"Adams, Marcus",26y 20d,30 (17-0-13 56.67%),4 (0.13),3 (3-0-0 100.00%),
31,"Andrews, Harris",22y 221d,91 (24-0-67 26.37%),9 (0.10),←,
43,"Answerth, Noah",19y 348d,12 (9-0-3 75.00%),1 (0.08),←,
33,"Bailey, Zac",19y 300d,20 (9-0-11 45.00%),9 (0.45),←,
7,"Berry, Jarrod",21y 165d,50 (18-0-32 36.00%),25 (0.50),←,
23,"Cameron, Charlie",25y 15d,101 (60-1-40 59.90%),139 (1.38),28 (13-0-15 46.43%),52 (1.86)
3,"Christensen, Allen",28y 62d,127 (64-0-63 50.39%),106 (0.83),62 (15-0-47 24.19%),50 (0.81)
27,"Gardiner, Darcy",23y 301d,99 (32-0-67 32.32%),4 (0.04),←,
30,"Hipwood, Eric",21y 310d,68 (23-0-45 33.82%),104 (1.53),←,
2,"Hodge, Luke",35y 35d,339 (194-2-143 57.52%),194 (0.57),34 (14-0-20 41.18%),1 (0.03)
17,"Lyons, Jarryd",26y 363d,109 (56-0-53 51.38%),59 (0.54),17 (12-0-5 70.59%),10 (0.59)
12,"Martin, Stefan",32y 245d,175 (49-1-125 28.29%),44 (0.25),118 (35-0-83 29.66%),21 (0.18)
11,"McCarthy, Lincoln",25y 271d,46 (35-0-11 76.09%),44 (0.96),17 (12-0-5 70.59%),19 (1.12)
6,"McCluggage, Hugh",21y 139d,56 (20-0-36 35.71%),36 (0.64),←,
46,"McInerney, Oscar",25y 10d,30 (14-0-16 46.67%),21 (0.70),←,
25,"McStay, Daniel",24y 26d,96 (30-0-66 31.25%),70 (0.73),←,
9,"Neale, Lachie",26y 57d,152 (77-0-75 50.66%),73 (0.48),17 (12-0-5 70.59%),6 (0.35)
16,"Rayner, Cam",19y 272d,39 (17-0-22 43.59%),35 (0.90),←,
10,"Rich, Daniel",29y 43d,200 (69-1-130 34.75%),106 (0.53),←,
5,"Robinson, Mitch",30y 43d,185 (76-1-108 41.35%),104 (0.56),85 (25-0-60 29.41%),46 (0.54)
29,"Witherden, Alex",20y 313d,46 (18-0-28 39.13%),5 (0.11),←,
15,"Zorko, Dayne",30y 161d,161 (54-0-107 33.54%),176 (1.09),←,
Totals,Totals,25y 103d,2232 (965-6-1261 43.23%),1368 (0.61),,
C,"Fagan, Chris",58y 27d,61 (22-0-39 36.07%),,←,
