Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
10,"Betheras, Rupert",25y 227d,50 (17-0-33 34.00%),15 (0.30),←,
5,"Buckley, Nathan",28y 347d,175 (64-2-109 37.14%),182 (1.04),155 (60-2-93 39.35%),161 (1.04)
8,"Clement, James",24y 307d,96 (33-0-63 34.38%),44 (0.46),12 (7-0-5 58.33%),6 (0.50)
1,"Davis, Leon",20y 21d,25 (10-0-15 40.00%),20 (0.80),←,
19,"Davis, Nick",21y 100d,43 (15-0-28 34.88%),35 (0.81),←,
31,"Dimattina, Andrew",23y 241d,20 (8-0-12 40.00%),5 (0.25),←,
25,"Fraser, Josh",19y 184d,35 (15-0-20 42.86%),20 (0.57),←,
9,"Freeborn, Glenn",28y 152d,104 (55-0-49 52.88%),59 (0.57),49 (17-0-32 34.69%),32 (0.65)
6,"Holland, Brodie",21y 186d,49 (16-0-33 32.65%),54 (1.10),13 (8-0-5 61.54%),17 (1.31)
26,"Johnson, Ben",20y 94d,28 (14-0-14 50.00%),10 (0.36),←,
28,"Kinnear, Ben",22y 131d,31 (10-0-21 32.26%),4 (0.13),←,
33,"Lane, Tyson",24y 317d,55 (21-0-34 38.18%),47 (0.85),36 (12-0-24 33.33%),28 (0.78)
18,"Licuria, Paul",23y 185d,59 (19-0-40 32.20%),14 (0.24),49 (17-0-32 34.69%),12 (0.24)
24,"Lockyer, Tarkyn",21y 251d,50 (19-0-31 38.00%),24 (0.48),←,
37,"Lonie, Ryan",18y 126d,14 (8-0-6 57.14%),8 (0.57),←,
12,"McKee, Steven",23y 18d,38 (19-0-19 50.00%),6 (0.16),18 (9-0-9 50.00%),5 (0.28)
7,"Molloy, Jarrod",25y 57d,134 (53-1-80 39.93%),175 (1.31),14 (8-0-6 57.14%),17 (1.21)
11,"OBree, Shane",22y 115d,55 (24-0-31 43.64%),18 (0.33),36 (15-0-21 41.67%),15 (0.42)
35,"Prestigiacomo, Simon",23y 158d,83 (29-0-54 34.94%),2 (0.02),←,
23,"Rocca, Anthony",23y 327d,110 (43-0-67 39.09%),149 (1.35),88 (32-0-56 36.36%),138 (1.57)
15,"Steinfort, Carl",24y 98d,76 (40-0-36 52.63%),23 (0.30),11 (7-0-4 63.64%),4 (0.36)
20,"Tarrant, Chris",20y 293d,57 (21-0-36 36.84%),85 (1.49),←,
Totals,Totals,23y 29d,1387 (553-3-831 39.87%),999 (0.72),,
C,"Malthouse, Mick",47y 325d,414 (238-4-172 57.97%),,36 (15-0-21 41.67%),
