Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
46,"Addison, Dylan",26y 159d,89 (46-1-42 52.25%),30 (0.34),1 (1-0-0 100.00%),
14,"Bugg, Tomas",20y 344d,33 (4-0-29 12.12%),9 (0.27),←,
18,"Cameron, Jeremy",20y 348d,38 (4-0-34 10.53%),95 (2.50),←,
3,"Coniglio, Stephen",20y 90d,31 (4-0-27 12.90%),9 (0.29),←,
1,"Davis, Phil",23y 197d,54 (15-0-39 27.78%),6 (0.11),36 (4-0-32 11.11%),5 (0.14)
48,"Frost, Sam",20y 199d,6 (2-0-4 33.33%),2 (0.33),←,
26,"Giles, Jonathan",26y 66d,43 (4-0-39 9.30%),32 (0.74),←,
4,"Greene, Toby",20y 171d,39 (4-0-35 10.26%),13 (0.33),←,
2,"Hampton, Curtly",21y 5d,36 (3-0-33 8.33%),9 (0.25),←,
19,"Haynes, Nick",21y 301d,20 (2-0-18 10.00%),1 (0.05),←,
32,"Hunt, Josh",32y 1d,199 (135-1-63 68.09%),29 (0.15),1 (1-0-0 100.00%),
40,"Kennedy, Adam",21y 246d,35 (4-0-31 11.43%),2 (0.06),←,
41,"Mumford, Shane",27y 253d,101 (70-2-29 70.30%),39 (0.39),1 (1-0-0 100.00%),
7,"Palmer, Rhys",25y 30d,80 (23-0-57 28.75%),41 (0.51),27 (2-0-25 7.41%),18 (0.67)
12,"Patton, Jonathon",20y 299d,11 (2-0-9 18.18%),12 (1.09),←,
9,"Scully, Tom",22y 304d,72 (17-1-54 24.31%),22 (0.31),41 (4-0-37 9.76%),16 (0.39)
23,"Shaw, Heath",28y 108d,174 (111-2-61 64.37%),37 (0.21),1 (1-0-0 100.00%),
5,"Shiel, Dylan",21y 6d,34 (3-0-31 8.82%),16 (0.47),←,
10,"Smith, Devon",20y 299d,39 (4-0-35 10.26%),27 (0.69),←,
17,"Treloar, Adam",21y 6d,39 (4-0-35 10.26%),21 (0.54),←,
8,"Ward, Callan",23y 339d,102 (36-0-66 35.29%),53 (0.52),42 (4-0-38 9.52%),20 (0.48)
6,"Whitfield, Lachie",19y 240d,20 (2-0-18 10.00%),9 (0.45),←,
Totals,Totals,23y 16d,1295 (499-7-789 38.53%),514 (0.40),,
C,"Cameron, Leon",41y 194d,1 (1-0-0 100.00%),,←,
