Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",24y 331d,50 (25-0-25 50.00%),1 (0.02),←,
18,"Cameron, Jeremy",25y 167d,130 (54-3-73 42.69%),327 (2.52),←,
3,"Coniglio, Stephen",24y 274d,118 (54-1-63 46.19%),63 (0.53),←,
1,"Davis, Phil",28y 16d,143 (69-3-71 49.30%),6 (0.04),125 (58-3-64 47.60%),5 (0.04)
24,"de Boer, Matt",28y 189d,168 (96-4-68 58.33%),70 (0.42),30 (18-3-9 65.00%),22 (0.73)
7,"Deledio, Brett",31y 150d,261 (122-6-133 47.89%),191 (0.73),18 (12-1-5 69.44%),9 (0.50)
4,"Greene, Toby",24y 355d,126 (53-1-72 42.46%),139 (1.10),←,
32,"Griffen, Ryan",32y 50d,257 (129-2-126 50.58%),162 (0.63),55 (32-1-22 59.09%),32 (0.58)
19,"Haynes, Nick",26y 120d,105 (50-3-52 49.05%),8 (0.08),←,
27,"Himmelberg, Harry",22y 130d,40 (26-1-13 66.25%),38 (0.95),←,
2,"Hopper, Jacob",21y 221d,44 (28-1-15 64.77%),19 (0.43),←,
25,"Keeffe, Lachlan",28y 154d,48 (27-0-21 56.25%),8 (0.17),8 (2-0-6 25.00%),1 (0.13)
40,"Kennedy, Adam",26y 65d,92 (32-0-60 34.78%),8 (0.09),←,
17,"Langdon, Zac",22y 306d,21 (13-0-8 61.90%),21 (1.00),←,
37,"Lobb, Rory",25y 218d,74 (42-2-30 58.11%),64 (0.86),←,
50,"Reid, Sam",28y 312d,64 (35-3-26 57.03%),26 (0.41),54 (29-3-22 56.48%),25 (0.46)
5,"Shiel, Dylan",25y 190d,135 (59-3-73 44.81%),64 (0.47),←,
14,"Taranto, Tim",20y 230d,37 (23-1-13 63.51%),13 (0.35),←,
20,"Tomlinson, Adam",25y 36d,115 (46-3-66 41.30%),31 (0.27),←,
8,"Ward, Callan",28y 158d,216 (97-3-116 45.60%),107 (0.50),156 (65-3-88 42.63%),74 (0.47)
6,"Whitfield, Lachie",24y 59d,114 (52-3-59 46.93%),49 (0.43),←,
29,"Williams, Zac",23y 360d,78 (40-0-38 51.28%),20 (0.26),←,
Totals,Totals,25y 335d,2436 (1172-43-1221 48.11%),1435 (0.59),,
C,"Cameron, Leon",46y 13d,117 (63-3-51 55.13%),,←,
