Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",26y 63d,183 (118-2-63 65.03%),242 (1.32),←,
3,"Bartel, Jimmy",26y 224d,173 (117-2-54 68.21%),107 (0.62),←,
24,"Blake, Mark",24y 310d,95 (75-0-20 78.95%),12 (0.13),←,
17,"Byrnes, Shannon",26y 100d,92 (69-0-23 75.00%),85 (0.92),←,
35,"Chapman, Paul",28y 253d,190 (119-2-69 63.16%),259 (1.36),←,
11,"Corey, Joel",28y 149d,205 (128-2-75 62.93%),61 (0.30),←,
44,"Enright, Corey",28y 305d,191 (120-2-69 63.35%),50 (0.26),←,
34,"Hogan, Simon",21y 334d,20 (15-0-5 75.00%),10 (0.50),←,
8,"Hunt, Josh",28y 124d,138 (90-1-47 65.58%),16 (0.12),←,
9,"Kelly, James",26y 199d,161 (105-1-55 65.53%),68 (0.42),←,
45,"Ling, Cameron",29y 139d,218 (139-3-76 64.45%),117 (0.54),←,
13,"Lonergan, Tom",26y 60d,48 (36-1-11 76.04%),44 (0.92),←,
4,"Mackie, Andrew",25y 343d,122 (94-0-28 77.05%),63 (0.52),←,
21,"Mooney, Cameron",30y 293d,204 (135-1-68 66.42%),275 (1.35),193 (125-1-67 65.03%),273 (1.41)
6,"Ottens, Brad",30y 172d,217 (117-1-99 54.15%),241 (1.11),88 (64-1-23 73.30%),89 (1.01)
31,"Podsiadly, James",28y 309d,13 (9-0-4 69.23%),36 (2.77),←,
30,"Scarlett, Matthew",31y 41d,237 (149-2-86 63.29%),16 (0.07),←,
14,"Selwood, Joel",22y 51d,86 (74-0-12 86.05%),29 (0.34),←,
27,"Stokes, Mathew",25y 236d,80 (65-0-15 81.25%),123 (1.54),←,
7,"Taylor, Harry",24y 34d,58 (49-0-9 84.48%),8 (0.14),←,
5,"Varcoe, Travis",22y 97d,67 (59-0-8 88.06%),66 (0.99),←,
40,"Wojcinski, David",29y 301d,169 (109-2-58 65.09%),51 (0.30),←,
Totals,Totals,26y 354d,2967 (1991-22-954 67.10%),1979 (0.67),,
C,"Thompson, Mark",46y 239d,251 (155-3-93 62.35%),,←,
