Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bandy, Daniel",14,5,9,23,,2.0,9.0,3.0,,,,,4.0,,,,,,,,,,
42,"Callaghan, Craig",4,3,5,9,2,,,5.0,,,,,,1.0,,,,,,,,,
13,"Chisholm, Scott",8,2,4,12,,,,,,,,,,,,,,,,,,,
31,"Clement, James",8,5,3,11,,,,1.0,,,,,,1.0,,,,,,,,,
1,"Edwards, Scott",5,1,1,6,,,,1.0,,,,,1.0,1.0,,,,,,,,,
32,"Harding, Greg",9,2,3,12,,,,1.0,,,,,,,,,,,,,,,
14,"Hunter, Kingsley",7,4,1,8,2,2.0,2.0,,,,,,,1.0,,,,,,,,,
38,"Jones, Anthony",8,7,8,16,,,,1.0,,,,,,1.0,,,,,,,,,
36,"Leach, Quenton",9,3,8,17,,,,2.0,,,,,,,1.0,,,,,,,,
9,"Mann, Peter",9,5,8,17,,2.0,7.0,,,,,,2.0,,,,,,,,,,
8,"McManus, Shaun",15,6,9,24,1,2.0,,1.0,,,,,1.0,1.0,2.0,,,,,,,,
45,"Mitchell, Gavin",12,2,10,22,,1.0,,2.0,,,,,,3.0,,,,,,,,,
21,"Muir, David",4,2,1,5,,1.0,,1.0,,,,,,,,,,,,,,,
25,"Norrish, Jason",14,6,10,24,,,,3.0,,,,,,,,,,,,,,,
10,"OReilly, Stephen",8,2,2,10,,,,1.0,,,,,3.0,,,,,,,,,,
23,"Parker, Shane",10,1,6,16,,,,1.0,,,,,2.0,2.0,,,,,,,,,
3,"Rowe, Brad",7,,2,9,2,,,1.0,,,,,,1.0,,,,,,,,,
40,"Toia, Luke",,,5,5,,,,,,,,,,,,,,,,,,,
2,"Watters, Scott",9,1,16,25,,,,2.0,,,,,1.0,,,,,,,,,,
34,"White, Jeff",3,1,1,4,,1.0,,1.0,,,,,,,,,,,,,,,
4,"Wills, Andrew",12,2,2,14,5,1.0,,2.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,175,60,114,289,12,17.0,18.0,29.0,,,,,14.0,13.0,3.0,,,,,,,,
Opposition,Opposition,175,82,109,284,13,12.0,23.0,34.0,,,,,13.0,14.0,3.0,,,,,,,,
