Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Cameron, Darcy",9,4,3,12,,1.0,30.0,5.0,,4.0,2.0,4.0,,1.0,,7.0,6.0,2.0,,4.0,,1.0,83.0
46,"Cox, Mason",6,3,1,7,1,1.0,13.0,1.0,,1.0,1.0,1.0,3.0,,,5.0,2.0,1.0,3.0,2.0,,,66.0
25,"Crisp, Jack",13,2,10,23,,1.0,,8.0,1.0,4.0,10.0,5.0,1.0,2.0,,17.0,8.0,,,,,,77.0
7,"Daicos, Josh",10,5,12,22,,,,4.0,2.0,3.0,1.0,2.0,3.0,,,5.0,16.0,,,,,,89.0
35,"Daicos, Nick",17,2,15,32,2,,,7.0,2.0,7.0,7.0,6.0,1.0,2.0,3.0,15.0,18.0,,,2.0,3.0,,82.0
5,"Elliott, Jamie",6,4,7,13,1,1.0,,6.0,,4.0,,5.0,2.0,1.0,,3.0,9.0,,1.0,,,1.0,82.0
17,"Frampton, Billy",6,3,1,7,,,,1.0,1.0,,,2.0,1.0,2.0,,4.0,3.0,,,4.0,,,95.0
36,"Harrison, Harvey",4,1,9,13,1,1.0,,1.0,2.0,,4.0,1.0,,,,7.0,8.0,,,1.0,,3.0,72.0
23,"Hill, Bobby",6,3,2,8,1,,,2.0,,4.0,,3.0,,1.0,,4.0,5.0,,,1.0,,,80.0
32,"Hoskin-Elliott, Will",8,4,2,10,1,1.0,,2.0,,1.0,,1.0,1.0,1.0,,4.0,6.0,,1.0,,,,80.0
38,"Howe, Jeremy",13,5,,13,,,,5.0,6.0,1.0,,1.0,1.0,,,3.0,6.0,,,9.0,1.0,,96.0
1,"Lipinski, Patrick",8,2,16,24,1,,,5.0,,4.0,4.0,2.0,1.0,,,11.0,13.0,,,,,1.0,83.0
37,"Markov, Oleg",7,6,3,10,,,,3.0,3.0,4.0,,2.0,,,,1.0,8.0,,,4.0,,1.0,75.0
4,"Maynard, Brayden",11,4,1,12,1,1.0,,4.0,1.0,5.0,,6.0,2.0,2.0,,7.0,8.0,,,7.0,,,82.0
31 ↓,"McCreery, Beau",7,4,,7,,1.0,,2.0,,3.0,1.0,1.0,,,,1.0,5.0,,1.0,,,,26.0
41,"Mihocek, Brody",7,4,2,9,,,,4.0,,3.0,,2.0,,2.0,,1.0,7.0,,,1.0,,1.0,96.0
30,"Moore, Darcy",6,3,8,14,,,,2.0,1.0,2.0,,1.0,,,,7.0,5.0,1.0,,11.0,,,95.0
9,"Noble, John",14,7,8,22,,,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,,4.0,18.0,1.0,,2.0,1.0,,81.0
10,"Pendlebury, Scott",13,3,9,22,1,,,8.0,,1.0,5.0,3.0,1.0,2.0,,9.0,10.0,,1.0,,,1.0,78.0
3,"Quaynor, Isaac",2,2,6,8,,,,3.0,1.0,,1.0,1.0,,1.0,,4.0,5.0,1.0,,1.0,,,76.0
8,"Schultz, Lachie",6,1,4,10,1,,,7.0,1.0,2.0,2.0,6.0,2.0,4.0,,5.0,4.0,,1.0,,,,77.0
22,"Sidebottom, Steele",10,2,5,15,,,,2.0,4.0,5.0,1.0,3.0,,,,8.0,8.0,,,1.0,,1.0,87.0
33 ↑,"Sullivan, Lachlan",6,1,4,10,1,1.0,,5.0,,1.0,4.0,,1.0,,,6.0,4.0,,,1.0,,,43.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,75,128,323,12,13.0,43.0,88.0,26.0,63.0,44.0,60.0,21.0,22.0,3.0,138.0,182.0,6.0,8.0,51.0,5.0,10.0,
Opposition,Opposition,228,91,137,365,12,7.0,42.0,54.0,51.0,38.0,40.0,59.0,22.0,21.0,3.0,154.0,200.0,12.0,10.0,57.0,2.0,8.0,
