Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Balta, Noah",7,4,5,12,1,,,1.0,,2.0,,3.0,,2.0,,1.0,10.0,,,2.0,,,83.0
41,"Banks, Sam",4,1,6,10,,1.0,,2.0,,2.0,1.0,2.0,1.0,,,4.0,6.0,,,,,1.0,50.0
29,"Bolton, Shai",10,5,9,19,2,1.0,,4.0,,1.0,4.0,5.0,,1.0,,7.0,13.0,,2.0,1.0,1.0,,89.0
35,"Broad, Nathan",7,6,4,11,,,,,3.0,1.0,,2.0,,1.0,,,10.0,,,,1.0,,84.0
30,"Brown, Tom",10,5,3,13,,,,,5.0,1.0,1.0,1.0,,,,6.0,8.0,,,4.0,,,87.0
44,"Campbell, Seth",8,6,9,17,,,,2.0,2.0,5.0,,3.0,,,,4.0,13.0,,,2.0,2.0,,81.0
38 ↑,"Cumberland, Noah",,1,3,3,,,,2.0,,,,,,,,3.0,2.0,,,1.0,,,40.0
27,"Dow, Thomson",7,2,12,19,,,,1.0,2.0,1.0,4.0,1.0,,,,9.0,11.0,,,,,,73.0
34 ↓,"Graham, Jack",5,1,2,7,,,,1.0,3.0,1.0,4.0,,,,,5.0,3.0,,,,,,35.0
42,"Lefau, Mykelti",6,3,5,11,,,5.0,,,2.0,1.0,5.0,1.0,1.0,,4.0,7.0,,,2.0,,1.0,89.0
31,"Mansell, Rhyan",11,4,2,13,1,,,5.0,1.0,3.0,,1.0,1.0,,,5.0,9.0,1.0,1.0,3.0,,,85.0
4,"Martin, Dustin",8,2,12,20,,,,1.0,,4.0,1.0,2.0,,1.0,,6.0,13.0,,,,,1.0,83.0
46,"Miller, Ben",9,5,3,12,,,,2.0,2.0,,,2.0,1.0,1.0,,3.0,8.0,,,6.0,,,97.0
25,"Nankervis, Toby",3,1,8,11,,,44.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,,9.0,3.0,,,3.0,,,84.0
50,"Pickett, Marlion",6,4,8,14,,1.0,,2.0,3.0,3.0,3.0,5.0,,2.0,,8.0,9.0,,,5.0,,1.0,86.0
3,"Prestia, Dion",10,,13,23,1,,,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,11.0,14.0,,,2.0,,1.0,79.0
13,"Ralphsmith, Hugo",9,5,9,18,,,,1.0,1.0,2.0,,3.0,1.0,1.0,,7.0,11.0,,,1.0,,,94.0
17,"Rioli, Daniel",17,3,9,26,,,,6.0,10.0,4.0,3.0,7.0,,,,10.0,13.0,,,,5.0,,80.0
10,"Rioli, Maurice",5,,4,9,1,1.0,,2.0,1.0,,,4.0,1.0,2.0,,4.0,6.0,,,,,,70.0
15,"Short, Jayden",17,4,3,20,,1.0,,1.0,7.0,1.0,,3.0,,,,4.0,13.0,,,,,,72.0
40,"Sonsie, Tyler",10,4,8,18,,,,5.0,,4.0,6.0,5.0,1.0,,,9.0,7.0,,,1.0,,,78.0
1,"Vlastuin, Nick",13,6,5,18,,,,3.0,11.0,,,4.0,2.0,2.0,,6.0,7.0,1.0,,6.0,,,94.0
45,"Young, Tylar",7,4,4,11,,,,,4.0,,,1.0,1.0,,,4.0,7.0,2.0,,6.0,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,76,146,335,6,6.0,49.0,46.0,58.0,41.0,33.0,66.0,14.0,17.0,,129.0,203.0,4.0,3.0,45.0,9.0,5.0,
Opposition,Opposition,250,119,201,451,19,19.0,39.0,55.0,33.0,77.0,42.0,43.0,17.0,14.0,6.0,143.0,308.0,8.0,16.0,56.0,5.0,15.0,
