Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",3,2,3,6,,,,,3.0,,1.0,,,1.0,,4.0,3.0,1.0,,3.0,,,
26,"Bickley, Mark",15,6,6,21,,,,2.0,7.0,,2.0,,,,,6.0,12.0,,,3.0,,,
35,"Biglands, Rhett",7,2,3,10,1,,15.0,1.0,2.0,3.0,2.0,2.0,,,,3.0,7.0,,,2.0,,,
14,"Connell, Matthew",21,9,11,32,1,,,,2.0,4.0,3.0,3.0,2.0,1.0,,14.0,22.0,,1.0,1.0,,,
1,"Crowell, Andrew",7,4,9,16,3,,,1.0,,5.0,,3.0,2.0,,,12.0,5.0,1.0,,2.0,,,
33,"Eccles, Andrew",2,,3,5,,,,1.0,,,3.0,,,,,3.0,1.0,,,,,,
9,"Edwards, Tyson",21,11,5,26,1,1.0,,1.0,2.0,5.0,3.0,3.0,1.0,,1.0,6.0,19.0,1.0,1.0,1.0,,,
36,"Goodwin, Simon",19,3,9,28,2,2.0,,3.0,2.0,11.0,4.0,3.0,1.0,,3.0,12.0,14.0,,,1.0,,,
34,"Hart, Ben",10,5,4,14,,,,4.0,3.0,1.0,1.0,2.0,1.0,2.0,,5.0,9.0,,,,,,
11,"James, Brett",13,3,11,24,3,,,,,1.0,2.0,,2.0,,,15.0,8.0,,,,,,
3,"Jarman, Darren",8,5,5,13,4,,,2.0,,1.0,2.0,,1.0,3.0,,9.0,4.0,1.0,4.0,,,,
5,"Koster, Kym",4,1,,4,,,,,,1.0,,1.0,,,,3.0,1.0,,,,,,
31,"Marsh, Ben",6,3,3,9,1,1.0,14.0,,,2.0,3.0,,,,,3.0,6.0,,,1.0,,,
16,"McGregor, Ken",3,1,5,8,,,,,,2.0,1.0,1.0,,,,6.0,3.0,1.0,,,,,
23,"McLeod, Andrew",19,4,9,28,,,,6.0,2.0,9.0,4.0,5.0,2.0,1.0,2.0,12.0,14.0,,,3.0,1.0,,
27,"OLoughlin, Ricky",3,,,3,,,,2.0,,2.0,,,1.0,,,1.0,1.0,,,2.0,,,
32,"Ricciuto, Mark",22,7,8,30,1,1.0,,2.0,5.0,6.0,8.0,4.0,,4.0,,8.0,22.0,,2.0,,,,
10,"Robran, Matthew",14,10,6,20,,,10.0,2.0,5.0,2.0,1.0,3.0,,1.0,,2.0,18.0,,,2.0,,,
7,"Smart, Nigel",9,2,5,14,,,,3.0,5.0,,,,2.0,2.0,,7.0,7.0,,,,1.0,,
20,"Stenglein, Tyson",9,4,7,16,,2.0,,2.0,,1.0,,,,,,5.0,11.0,1.0,1.0,2.0,,,
30,"Vardy, Peter",8,4,5,13,1,,,4.0,,3.0,1.0,3.0,,3.0,,6.0,6.0,,1.0,,,,
17,"Welsh, Scott",16,8,,16,4,2.0,,,1.0,6.0,,3.0,2.0,,,6.0,8.0,2.0,3.0,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,239,94,117,356,22,13.0,39.0,36.0,39.0,65.0,41.0,36.0,17.0,18.0,6.0,148.0,201.0,8.0,13.0,25.0,2.0,,
Opposition,Opposition,202,80,106,308,11,6.0,24.0,33.0,36.0,53.0,38.0,51.0,18.0,17.0,,131.0,166.0,13.0,7.0,25.0,3.0,,
