Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bock, Nathan",11,5,3,14,2,1.0,,1.0,,1.0,,2.0,2.0,2.0,,2.0,12.0,,,,,,81.0
24,"Burton, Brett",7,8,6,13,2,1.0,,1.0,1.0,3.0,,5.0,,,,3.0,9.0,1.0,2.0,,,,81.0
11,"Doughty, Michael",8,7,17,25,,,,5.0,,1.0,6.0,1.0,,,,9.0,16.0,,,1.0,1.0,,68.0
26,"Douglas, Richard",4,,4,8,,,,5.0,1.0,1.0,2.0,1.0,,1.0,,4.0,4.0,,,1.0,,,64.0
9,"Edwards, Tyson",8,1,11,19,,1.0,,3.0,4.0,1.0,3.0,2.0,1.0,1.0,,6.0,13.0,,,2.0,2.0,1.0,83.0
36,"Goodwin, Simon",12,1,14,26,,,1.0,5.0,5.0,6.0,2.0,2.0,1.0,1.0,,8.0,18.0,,,1.0,6.0,,89.0
13,"Hudson, Ben",3,3,8,11,,,13.0,2.0,,,3.0,2.0,,1.0,,6.0,5.0,1.0,,4.0,,,70.0
18,"Johncock, Graham",2,2,9,11,,,,2.0,3.0,1.0,,,3.0,,,4.0,9.0,,,1.0,3.0,,100.0
21,"Knights, Chris",11,7,9,20,,,,4.0,,7.0,,3.0,,1.0,,7.0,14.0,,,1.0,,1.0,96.0
20,"Maric, Ivan",3,4,6,9,1,,15.0,4.0,,1.0,1.0,,,,,3.0,6.0,1.0,,4.0,,,62.0
3,"Massie, Kris",6,7,11,17,,,1.0,,3.0,1.0,2.0,2.0,,2.0,,1.0,16.0,,,3.0,3.0,1.0,100.0
16,"McGregor, Ken",6,4,2,8,1,,,1.0,,1.0,,4.0,2.0,2.0,,3.0,5.0,,1.0,5.0,,,98.0
23,"McLeod, Andrew",22,9,5,27,1,,,2.0,8.0,3.0,,1.0,,,,5.0,23.0,,,,,,100.0
33,"Reilly, Brent",14,4,5,19,,1.0,,,1.0,4.0,,5.0,,3.0,,2.0,16.0,,,2.0,1.0,1.0,60.0
32,"Ricciuto, Mark",6,5,,6,2,1.0,,2.0,,2.0,,1.0,,,,2.0,4.0,1.0,2.0,,,1.0,70.0
25,"Rutten, Ben",1,2,4,5,,,,,,1.0,,,,,,2.0,3.0,1.0,,1.0,,,50.0
12,"Shirley, Robert",8,4,8,16,,,1.0,2.0,,2.0,4.0,,,,,6.0,10.0,,,1.0,,,77.0
27,"Stevens, Scott",8,3,4,12,,,,2.0,4.0,1.0,1.0,3.0,2.0,3.0,,6.0,7.0,,,7.0,2.0,,100.0
5,"Thompson, Scott",16,5,8,24,,1.0,,7.0,3.0,4.0,5.0,7.0,1.0,1.0,,8.0,15.0,,,1.0,,,80.0
15,"Torney, Jason",8,7,8,16,,1.0,1.0,6.0,3.0,2.0,2.0,,,,,8.0,9.0,,,5.0,2.0,,100.0
7,"van Berlo, Nathan",6,4,8,14,,,1.0,4.0,,2.0,,1.0,,1.0,,5.0,9.0,,,3.0,,,70.0
17,"Welsh, Scott",7,4,6,13,3,,,3.0,,2.0,,2.0,1.0,,,6.0,7.0,,2.0,1.0,1.0,3.0,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,96,156,333,12,8.0,33.0,61.0,36.0,47.0,31.0,44.0,13.0,19.0,,106.0,230.0,5.0,7.0,44.0,21.0,8.0,
Opposition,Opposition,202,112,153,355,11,16.0,37.0,69.0,31.0,54.0,27.0,32.0,19.0,13.0,6.0,107.0,247.0,14.0,18.0,47.0,10.0,6.0,
