Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
46,"Biggs, Shane",10,4,7,17,,,,3.0,1.0,3.0,2.0,2.0,1.0,1.0,,3.0,14.0,,,1.0,,,93.0
7,"Cunningham, Harry",9,8,6,15,,,,3.0,1.0,4.0,,2.0,,,,3.0,11.0,,1.0,1.0,,3.0,86.0
23,"Franklin, Lance",13,9,5,18,6,2.0,,1.0,,4.0,2.0,4.0,,3.0,2.0,8.0,9.0,6.0,5.0,2.0,1.0,2.0,92.0
37,"Goodes, Adam",10,6,4,14,2,,1.0,,,4.0,1.0,2.0,2.0,1.0,,4.0,9.0,,2.0,1.0,,4.0,83.0
39,"Grundy, Heath",9,4,8,17,,,,3.0,3.0,2.0,,,,,,2.0,16.0,,,9.0,,,100.0
4,"Hannebery, Dan",13,6,16,29,1,,,6.0,1.0,2.0,4.0,3.0,,1.0,,8.0,21.0,,,,,,83.0
15,"Jack, Kieren",14,5,11,25,,,,4.0,1.0,4.0,7.0,1.0,1.0,,,11.0,10.0,,,1.0,,1.0,78.0
32,"Jetta, Lewis",9,4,7,16,1,,,4.0,1.0,2.0,1.0,1.0,,1.0,,2.0,14.0,,,1.0,,1.0,86.0
11 ↑,"Laidler, Jeremy",1,,4,5,,,,1.0,,,,1.0,,,,3.0,2.0,,,1.0,,,23.0
44,"Lloyd, Jake",8,5,13,21,2,,,1.0,1.0,,1.0,3.0,,,,5.0,16.0,,1.0,3.0,1.0,,81.0
9,"Malceski, Nick",21,6,2,23,2,1.0,,4.0,10.0,2.0,1.0,2.0,,1.0,1.0,4.0,20.0,,1.0,4.0,3.0,,78.0
3,"McVeigh, Jarrad",15,2,18,33,,2.0,,6.0,1.0,4.0,3.0,3.0,,,,9.0,25.0,,,5.0,,,91.0
6,"Mitchell, Tom",8,3,15,23,,1.0,,6.0,1.0,5.0,7.0,3.0,1.0,1.0,,13.0,10.0,,1.0,,,,69.0
26,"Parker, Luke",9,3,23,32,1,1.0,,11.0,3.0,4.0,10.0,4.0,1.0,2.0,3.0,18.0,14.0,1.0,2.0,2.0,,1.0,83.0
38,"Pyke, Mike",5,3,7,12,,,44.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,5.0,7.0,1.0,,2.0,,,88.0
24,"Rampe, Dane",12,5,5,17,,,,5.0,4.0,3.0,1.0,2.0,,1.0,,1.0,14.0,,,5.0,3.0,1.0,83.0
25,"Richards, Ted",7,6,5,12,,1.0,,1.0,1.0,1.0,,1.0,,,,3.0,9.0,1.0,,5.0,,,100.0
16,"Rohan, Gary",7,3,2,9,,,,6.0,,1.0,1.0,2.0,1.0,,,3.0,7.0,,,2.0,,1.0,86.0
2,"Shaw, Rhyce",3,,8,11,,,,,,1.0,,3.0,,2.0,,3.0,7.0,,,1.0,,,81.0
40,"Smith, Nick",10,5,9,19,,,,4.0,5.0,,1.0,1.0,,1.0,,6.0,14.0,,,4.0,,,90.0
8 ↓,"Tippett, Kurt",8,4,2,10,4,1.0,8.0,1.0,,3.0,1.0,2.0,5.0,1.0,,7.0,3.0,1.0,1.0,1.0,,,62.0
22,"Towers, Dean",5,3,8,13,1,,1.0,4.0,,4.0,1.0,1.0,,,,7.0,7.0,,1.0,3.0,1.0,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,94,185,391,20,10.0,54.0,75.0,35.0,55.0,46.0,45.0,15.0,17.0,6.0,128.0,259.0,10.0,15.0,54.0,9.0,14.0,
Opposition,Opposition,207,106,176,383,9,13.0,23.0,60.0,29.0,46.0,32.0,41.0,17.0,13.0,,132.0,258.0,8.0,5.0,41.0,12.0,8.0,
