Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Angwin, Ryan",4,,6,10,,,,,,3.0,1.0,2.0,,,,3.0,8.0,,,4.0,,,73.0
7,"Ash, Lachie",20,6,8,28,,,,2.0,3.0,4.0,,4.0,,,,6.0,22.0,1.0,,,,,80.0
14,"Bedford, Toby",7,4,5,12,,,,9.0,2.0,3.0,2.0,1.0,1.0,1.0,,5.0,6.0,,,1.0,,,82.0
46,"Brown, Callum",4,3,4,8,,,,,,1.0,,2.0,,2.0,,2.0,6.0,,,2.0,,,74.0
44,"Buckley, Jack",10,5,6,16,,,,4.0,3.0,2.0,,2.0,2.0,1.0,,10.0,9.0,,,13.0,,,100.0
5 ↓,"Cadman, Aaron",3,1,,3,,,,1.0,,,,,,,,3.0,,1.0,,,,,50.0
17,"Callaghan, Finn",12,4,12,24,,,,1.0,2.0,4.0,1.0,4.0,,2.0,,3.0,22.0,,,2.0,,,86.0
3,"Coniglio, Stephen",12,1,14,26,,2.0,,3.0,,3.0,5.0,3.0,,,,11.0,15.0,,,,,1.0,79.0
13,"Cumming, Isaac",12,5,4,16,,,,2.0,4.0,2.0,1.0,5.0,,1.0,,4.0,9.0,,,5.0,,,80.0
16,"Daniels, Brent",7,,10,17,,1.0,,1.0,,2.0,,1.0,,,,11.0,7.0,,,1.0,1.0,,85.0
30,"Flynn, Matt",8,3,8,16,,1.0,28.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,,5.0,8.0,,2.0,4.0,,,72.0
12,"Green, Tom",21,6,17,38,3,1.0,,9.0,2.0,3.0,8.0,3.0,,,3.0,14.0,25.0,,,1.0,,,85.0
19,"Haynes, Nick",18,12,11,29,,,,1.0,3.0,,,1.0,,,,8.0,20.0,1.0,,2.0,1.0,,91.0
27,"Himmelberg, Harry",12,3,5,17,1,,6.0,3.0,1.0,7.0,5.0,1.0,1.0,,,7.0,8.0,,,1.0,1.0,3.0,77.0
23,"Hogan, Jesse",10,9,7,17,2,3.0,6.0,3.0,,3.0,1.0,3.0,,1.0,,9.0,8.0,1.0,4.0,1.0,,2.0,86.0
39,"Idun, Connor",13,10,15,28,,,,,2.0,,,1.0,,1.0,,9.0,21.0,,,7.0,1.0,,95.0
22,"Kelly, Josh",13,1,21,34,,1.0,,6.0,1.0,3.0,5.0,2.0,,,,11.0,24.0,,,1.0,,1.0,84.0
38,"Lloyd, Daniel",5,3,7,12,1,,,2.0,1.0,2.0,1.0,1.0,,,,8.0,4.0,2.0,1.0,,,,74.0
33,"OHalloran, Xavier",6,,7,13,1,1.0,,3.0,,3.0,,3.0,,,,4.0,10.0,,,3.0,,,88.0
20 ↑,"Peatling, James",6,1,1,7,,,,,,2.0,,,1.0,,,4.0,3.0,,,3.0,,,29.0
36,"Perryman, Harry",7,3,11,18,,,,7.0,1.0,4.0,3.0,2.0,1.0,1.0,,9.0,11.0,,,3.0,,,67.0
8,"Ward, Callan",4,1,5,9,2,,,1.0,,1.0,2.0,2.0,1.0,,,3.0,5.0,,1.0,1.0,,1.0,81.0
6,"Whitfield, Lachie",21,10,10,31,,,,4.0,6.0,3.0,,,1.0,,,3.0,24.0,,,1.0,,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,235,91,194,429,10,11.0,40.0,65.0,32.0,57.0,37.0,45.0,9.0,12.0,3.0,152.0,275.0,6.0,8.0,56.0,4.0,8.0,
Opposition,Opposition,223,97,157,380,13,8.0,52.0,57.0,45.0,46.0,45.0,42.0,12.0,9.0,3.0,147.0,231.0,12.0,8.0,55.0,3.0,10.0,
