Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Barker, John",6,5,5,11,1,,,1.0,,4.0,,4.0,2.0,1.0,,5.0,6.0,2.0,1.0,1.0,,,89.0
10,"Bateman, Chance",12,2,6,18,,,,2.0,1.0,2.0,,6.0,1.0,1.0,,5.0,14.0,,,5.0,,,80.0
20,"Beaumont, Simon",9,6,11,20,,,1.0,4.0,1.0,2.0,,4.0,2.0,1.0,,9.0,11.0,1.0,,4.0,,,98.0
30,"Brown, Campbell",9,2,8,17,,,,6.0,3.0,1.0,1.0,5.0,,3.0,,6.0,11.0,,,5.0,,1.0,100.0
25,"Clarke, Tim",6,2,10,16,1,,,4.0,1.0,1.0,2.0,3.0,3.0,1.0,,9.0,8.0,,,2.0,,,75.0
9,"Crawford, Shane",10,1,8,18,,,1.0,3.0,2.0,3.0,1.0,8.0,1.0,2.0,,9.0,10.0,,,5.0,1.0,,100.0
24,"Croad, Trent",19,9,6,25,,,,,8.0,2.0,1.0,3.0,1.0,1.0,,6.0,18.0,3.0,,3.0,,,100.0
1,"Everitt, Peter",11,6,7,18,,,30.0,1.0,4.0,5.0,3.0,3.0,2.0,2.0,,7.0,11.0,,,1.0,,,86.0
38,"Franklin, Lance",7,2,4,11,1,,,,,3.0,,7.0,2.0,4.0,,6.0,6.0,1.0,,,1.0,1.0,100.0
3,"Hay, Jonathan",2,3,5,7,,,,2.0,2.0,,,2.0,,,,4.0,3.0,1.0,,3.0,,,100.0
15,"Hodge, Luke",12,2,13,25,1,2.0,1.0,4.0,6.0,3.0,2.0,1.0,,1.0,1.0,12.0,11.0,1.0,,3.0,2.0,,100.0
8,"Jacobs, Danny",2,2,2,4,,,,1.0,,1.0,,,1.0,,,1.0,4.0,,,6.0,,,34.0
18,"Ladson, Rick",8,3,5,13,,,,2.0,,3.0,,2.0,,2.0,,2.0,11.0,,1.0,5.0,,1.0,82.0
40,"Lewis, Jordan",9,5,12,21,,,,5.0,2.0,1.0,4.0,3.0,,2.0,,7.0,13.0,,,2.0,,,85.0
14,"Miller, Harry",9,4,1,10,1,2.0,,1.0,,3.0,,2.0,,,,3.0,8.0,,2.0,1.0,1.0,,96.0
5,"Mitchell, Sam",6,3,6,12,,,,4.0,1.0,2.0,2.0,1.0,1.0,1.0,,6.0,6.0,,,2.0,1.0,1.0,71.0
35,"Roughead, Jarryd",7,3,5,12,2,1.0,,2.0,,1.0,,1.0,,,,1.0,11.0,,1.0,3.0,,1.0,77.0
11,"Smith, Joel",22,8,7,29,1,,,1.0,14.0,2.0,1.0,2.0,1.0,,3.0,4.0,18.0,,1.0,3.0,2.0,,100.0
43,"Taylor, Simon",2,,1,3,,,5.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,2.0,,,2.0,,,28.0
33,"Thurgood, Josh",,,,,,,,,,,,,1.0,,,1.0,,,,,,,2.0
21,"Vandenberg, Richard",9,5,8,17,,,,,,6.0,3.0,6.0,,2.0,,4.0,12.0,,,4.0,1.0,,96.0
6,"Williams, Mark",8,4,1,9,3,3.0,,,,1.0,,3.0,2.0,,,3.0,7.0,,3.0,2.0,1.0,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,77,131,316,11,9.0,38.0,44.0,45.0,47.0,20.0,67.0,21.0,25.0,4.0,111.0,201.0,9.0,9.0,62.0,10.0,5.0,
Opposition,Opposition,226,107,79,305,10,17.0,16.0,55.0,38.0,56.0,37.0,57.0,25.0,21.0,2.0,123.0,177.0,11.0,12.0,42.0,2.0,6.0,
