Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",25y 273d,48 (33-0-15 68.75%),9 (0.19),←,
24,"Bews, Jed",27y 186d,116 (70-2-44 61.21%),14 (0.12),←,
46,"Blicavs, Mark",30y 82d,191 (127-2-62 67.02%),42 (0.22),←,
5,"Cameron, Jeremy",28y 78d,179 (84-3-92 47.77%),452 (2.53),8 (7-0-1 87.50%),25 (3.13)
45,"Close, Brad",22y 323d,18 (14-0-4 77.78%),11 (0.61),←,
40,"Dahlhaus, Luke",28y 301d,206 (106-0-100 51.46%),136 (0.66),52 (36-0-16 69.23%),26 (0.50)
35,"Dangerfield, Patrick",31y 74d,273 (160-1-112 58.79%),300 (1.10),119 (79-1-39 66.81%),137 (1.15)
22,"Duncan, Mitch",30y 8d,233 (167-1-65 71.89%),167 (0.72),←,
29,"Guthrie, Cameron",28y 303d,193 (127-2-64 66.32%),61 (0.32),←,
26,"Hawkins, Tom",32y 332d,290 (207-2-81 71.72%),633 (2.18),←,
38,"Henry, Jack",22y 293d,78 (52-0-26 66.67%),14 (0.18),←,
4,"Higgins, Shaun",33y 106d,246 (116-1-129 47.36%),226 (0.92),9 (8-0-1 88.89%),2 (0.22)
8,"Kolodjashnij, Jake",25y 313d,120 (79-2-39 66.67%),,←,
27,"Menegola, Sam",29y 103d,97 (63-1-33 65.46%),72 (0.74),←,
19,"Narkle, Quinton",23y 197d,25 (15-0-10 60.00%),11 (0.44),←,
42,"OConnor, Mark",24y 152d,58 (38-0-20 65.52%),4 (0.07),←,
3,"Parfitt, Brandan",23y 52d,84 (60-0-24 71.43%),39 (0.46),←,
17,"Ratugolea, Esava",22y 329d,46 (33-0-13 71.74%),29 (0.63),←,
23,"Rohan, Gary",30y 11d,155 (105-1-49 68.06%),165 (1.06),49 (35-0-14 71.43%),69 (1.41)
14,"Selwood, Joel",33y 23d,323 (236-1-86 73.22%),165 (0.51),←,
7,"Smith, Isaac",32y 170d,223 (154-1-68 69.28%),173 (0.78),13 (10-0-3 76.92%),8 (0.62)
44,"Stewart, Tom",28y 95d,99 (66-0-33 66.67%),3 (0.03),←,
2,"Tuohy, Zach",31y 190d,217 (110-2-105 51.15%),72 (0.33),97 (62-1-34 64.43%),32 (0.33)
Totals,Totals,28y 47d,3518 (2222-22-1274 63.16%),2798 (0.80),,
C,"Scott, Chris",45y 46d,249 (172-2-75 69.48%),,←,
