Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Allan, Matthew",7,8,6,13,1,,25.0,,2.0,2.0,3.0,1.0,2.0,1.0,,6.0,7.0,1.0,,1.0,,,
29,"Beaumont, Simon",6,2,3,9,,,,,,1.0,2.0,2.0,,,,3.0,6.0,,,,,,
21,"Bradley, Craig",13,4,3,16,,,,1.0,3.0,2.0,,2.0,1.0,,,8.0,8.0,1.0,1.0,1.0,1.0,,
20,"Brown, Fraser",14,2,6,20,2,,,3.0,,5.0,3.0,3.0,3.0,,,10.0,14.0,1.0,2.0,2.0,1.0,,
16,"Camporeale, Scott",19,6,7,26,1,,,2.0,5.0,6.0,6.0,1.0,1.0,,,7.0,19.0,,,1.0,1.0,,
39,"Christou, Ang",2,1,1,3,,,,,,,,,,,,,3.0,,,1.0,1.0,,
31,"Fletcher, Simon",1,1,,1,,,,,1.0,,,1.0,,,,,2.0,,,,,,
36,"Hamill, Aaron",14,6,5,19,3,2.0,,2.0,,7.0,2.0,4.0,2.0,2.0,,11.0,7.0,2.0,3.0,,,,
33,"Hogg, Matthew",4,1,2,6,,,,,,2.0,1.0,,,,,,6.0,,,,1.0,,
43,"Koutoufides, Anthony",18,12,11,29,2,,1.0,1.0,3.0,3.0,3.0,2.0,,,,16.0,13.0,7.0,2.0,,,,
12,"Lappin, Matthew",8,2,1,9,2,,,2.0,,5.0,1.0,1.0,,,,6.0,3.0,1.0,,2.0,,,
22,"Manton, Glenn",6,7,12,18,1,1.0,,,1.0,1.0,,1.0,2.0,,,8.0,9.0,3.0,,,,,
3,"Massie, Kris",6,3,5,11,1,,,1.0,,1.0,2.0,1.0,1.0,1.0,,7.0,5.0,1.0,,2.0,,,
5,"McKay, Andrew",5,3,4,9,,,,1.0,,1.0,1.0,,1.0,3.0,,4.0,5.0,1.0,,4.0,,,
18,"Murphy, Justin",13,5,9,22,,1.0,,1.0,,5.0,2.0,3.0,1.0,1.0,,9.0,14.0,1.0,1.0,,,,
15,"Nelson, Ben",12,7,2,14,,,,3.0,6.0,2.0,,2.0,,,,4.0,10.0,2.0,,3.0,1.0,,
7,"Ratten, Brett",9,2,15,24,,1.0,,5.0,,2.0,9.0,2.0,1.0,1.0,,15.0,10.0,,1.0,2.0,,,
23,"Rice, Dean",10,4,2,12,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,6.0,7.0,1.0,,1.0,,,
14,"Sexton, Michael",7,4,5,12,,,,1.0,1.0,1.0,,,,,,5.0,8.0,1.0,,1.0,,,
1,"Silvagni, Stephen",5,2,2,7,,,,,3.0,1.0,,1.0,1.0,2.0,,,5.0,,,,,,
30,"White, Adam",,,1,1,,,,,,,,,,,,1.0,,,,,,,
8,"Whitnall, Lance",8,7,5,13,3,1.0,3.0,2.0,,3.0,1.0,2.0,1.0,1.0,,6.0,7.0,,4.0,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,89,107,294,16,8.0,29.0,27.0,27.0,51.0,37.0,31.0,19.0,14.0,,132.0,168.0,23.0,14.0,23.0,6.0,,
Opposition,Opposition,181,62,92,273,14,19.0,36.0,47.0,29.0,51.0,43.0,31.0,14.0,19.0,,133.0,142.0,19.0,13.0,37.0,2.0,,
