Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alvin, Tom",8,1,5,13,,,,2.0,,,,,1.0,2.0,,,,,,,,,
25,"Athorn, Mark",12,2,8,20,,,,,,,,,3.0,1.0,,,,,,,,,
16,"Bond, Chris",5,1,5,10,,,,3.0,,,,,3.0,1.0,,,,,,,,,
21,"Bradley, Craig",12,3,15,27,1,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
20,"Brown, Fraser",8,1,4,12,,,,4.0,,,,,1.0,4.0,,,,,,,,,
40,"Cavedon, Andrew",11,4,3,14,,1.0,8.0,,,,,,1.0,4.0,,,,,,,,,
34,"De Iulio, Ron",14,1,1,15,4,1.0,,,,,,,1.0,,,,,,,,,,
35,"Dean, Peter",9,2,5,14,,,,1.0,,,,,4.0,1.0,,,,,,,,,
6,"Dorotich, Jon",10,8,7,17,,,2.0,1.0,,,,,2.0,3.0,3.0,,,,,,,,
12,"Gleeson, Adrian",29,4,7,36,1,,,2.0,,,,,2.0,1.0,,,,,,,,,
13,"Hanna, Mil",15,5,5,20,,,,1.0,,,,,,1.0,,,,,,,,,
33,"Hogg, Matthew",14,1,5,19,1,1.0,,2.0,,,,,3.0,,,,,,,,,,
4,"Kernahan, Stephen",11,6,5,16,1,1.0,5.0,,,,,,2.0,3.0,,,,,,,,,
43,"Koutoufides, Anthony",10,4,4,14,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
18,"Parker, Brendan",3,2,1,4,1,,,,,,,,,,,,,,,,,,
7,"Ratten, Brett",2,1,2,4,,,,,,,,,,,,,,,,,,,
14,"Sexton, Michael",6,4,,6,,,,3.0,,,,,,,,,,,,,,,
11,"Spalding, Earl",8,5,8,16,2,,1.0,,,,,,3.0,1.0,,,,,,,,,
38,"Welsh, Rohan",8,6,3,11,4,2.0,,1.0,,,,,,,,,,,,,,,
2,"Williams, Greg",12,6,11,23,1,1.0,,,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,67,104,311,17,13.0,16.0,21.0,,,,,30.0,28.0,3.0,,,,,,,,
Opposition,Opposition,216,79,160,376,13,14.0,25.0,32.0,,,,,28.0,30.0,3.0,,,,,,,,
