Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Buntine, Matt",9,3,4,13,,1.0,,,3.0,2.0,2.0,3.0,1.0,1.0,,9,5,1.0,,4.0,,,87.0
18,"Cameron, Jeremy",14,11,1,15,6.0,1.0,,,,3.0,,4.0,1.0,2.0,3.0,9,7,6.0,5.0,,,,83.0
3,"Coniglio, Stephen",16,2,6,22,1.0,1.0,,3.0,,5.0,4.0,2.0,,1.0,,7,15,,1.0,1.0,,1.0,87.0
35,"Corr, Aidan",3,2,3,6,,,,3.0,2.0,,,1.0,,1.0,,3,3,1.0,,4.0,,,66.0
13,"Cumming, Isaac",6,2,4,10,,,,,,1.0,,,1.0,,,5,5,1.0,,1.0,,,83.0
16,"Daniels, Brent",8,7,8,16,,,,,2.0,3.0,,3.0,,1.0,,4,11,1.0,1.0,2.0,,3.0,76.0
24,"de Boer, Matt",3,2,14,17,1.0,,,6.0,1.0,2.0,6.0,2.0,1.0,,,10,7,,,,,,87.0
31,"Finlayson, Jeremy",7,4,1,8,2.0,,,1.0,,3.0,,1.0,,,,5,4,1.0,1.0,2.0,,2.0,88.0
4,"Greene, Toby",12,5,7,19,2.0,,,1.0,,5.0,2.0,3.0,3.0,1.0,,7,12,1.0,,,,1.0,78.0
9,"Hately, Jackson",11,6,10,21,,,,3.0,2.0,2.0,1.0,3.0,,1.0,,6,15,,,1.0,,,84.0
19,"Haynes, Nick",21,9,5,26,,,,2.0,10.0,1.0,1.0,3.0,3.0,,1.0,12,13,3.0,,3.0,1.0,,83.0
27,"Himmelberg, Harry",7,2,6,13,2.0,,,1.0,,1.0,1.0,4.0,2.0,2.0,,7,6,2.0,1.0,7.0,,1.0,93.0
2,"Hopper, Jacob",15,4,8,23,,1.0,,5.0,,2.0,6.0,3.0,3.0,,,16,7,,1.0,1.0,,1.0,77.0
40,"Kennedy, Adam",5,3,5,10,,,,,1.0,2.0,1.0,,,,,4,6,,1.0,,,1.0,28.0
38,"Lloyd, Daniel",8,5,5,13,1.0,,,4.0,,1.0,2.0,3.0,,1.0,,2,10,,1.0,1.0,,,89.0
41,"Mumford, Shane",4,1,6,10,,1.0,49.0,3.0,2.0,2.0,7.0,11.0,2.0,9.0,,8,3,,,4.0,,2.0,88.0
50,"Reid, Sam",17,10,7,24,1.0,,,2.0,3.0,3.0,1.0,3.0,1.0,2.0,,6,16,,,4.0,,,96.0
23,"Shaw, Heath",16,5,2,18,,,,2.0,10.0,,,4.0,,1.0,,4,10,,,2.0,6.0,,91.0
14,"Taranto, Tim",19,5,9,28,1.0,1.0,,3.0,1.0,4.0,5.0,5.0,2.0,2.0,,10,17,,,,,,84.0
15,"Taylor, Sam",4,5,9,13,,,,1.0,2.0,,,1.0,,,,6,7,2.0,,8.0,,,83.0
20,"Tomlinson, Adam",8,7,7,15,1.0,,1.0,5.0,1.0,,2.0,,,,,4,12,1.0,1.0,6.0,,,92.0
29,"Williams, Zac",25,8,5,30,,,,1.0,12.0,,3.0,3.0,2.0,1.0,2.0,10,19,,,3.0,2.0,,79.0
Totals,Totals,238,108,132,370,18.0,6.0,50.0,46.0,52.0,42.0,44.0,62.0,22.0,26.0,6.0,154,210,20.0,13.0,54.0,9.0,12.0,
Opposition,Opposition,180,61,127,307,10.0,10.0,30.0,45.0,23.0,62.0,39.0,48.0,26.0,22.0,,141,171,15.0,10.0,39.0,16.0,6.0,
