Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
5,"Buckley, Nathan",34y 16d,272 (112-2-158 41.54%),279 (1.03),252 (108-2-142 43.25%),258 (1.02)
17,"Burns, Scott",31y 231d,218 (93-1-124 42.89%),130 (0.60),←,
8,"Clement, James",29y 341d,213 (88-0-125 41.31%),49 (0.23),129 (62-0-67 48.06%),11 (0.09)
34,"Cloke, Jason",24y 97d,75 (36-0-39 48.00%),10 (0.13),←,
32,"Cloke, Travis",19y 159d,28 (12-0-16 42.86%),15 (0.54),←,
4,"Didak, Alan",23y 177d,98 (52-0-46 53.06%),142 (1.45),←,
15,"Egan, Chris",19y 289d,20 (7-0-13 35.00%),14 (0.70),←,
25,"Fraser, Josh",24y 218d,132 (68-0-64 51.52%),118 (0.89),←,
6,"Holland, Brodie",26y 220d,143 (60-0-83 41.96%),136 (0.95),107 (52-0-55 48.60%),99 (0.93)
37,"Iles, Sam",19y 53d,2 (0-0-2 0.00%),,←,
26,"Johnson, Ben",25y 128d,132 (68-0-64 51.52%),28 (0.21),←,
18,"Licuria, Paul",28y 219d,177 (75-0-102 42.37%),63 (0.36),167 (73-0-94 43.71%),61 (0.37)
24,"Lockyer, Tarkyn",26y 285d,138 (61-0-77 44.20%),73 (0.53),←,
3,"Lonie, Ryan",23y 160d,115 (58-0-57 50.43%),59 (0.51),←,
27,"Maxwell, Nick",23y 69d,43 (20-0-23 46.51%),7 (0.16),←,
11,"OBree, Shane",27y 149d,164 (78-0-86 47.56%),67 (0.41),145 (69-0-76 47.59%),64 (0.44)
16,"Pendlebury, Scott",18y 216d,9 (4-0-5 44.44%),4 (0.44),←,
35,"Prestigiacomo, Simon",28y 192d,176 (71-0-105 40.34%),3 (0.02),←,
23,"Rocca, Anthony",28y 361d,203 (95-0-108 46.80%),333 (1.64),181 (84-0-97 46.41%),322 (1.78)
39,"Shaw, Heath",20y 257d,24 (11-0-13 45.83%),8 (0.33),←,
36,"Swan, Dane",22y 167d,47 (21-0-26 44.68%),23 (0.49),←,
20,"Tarrant, Chris",25y 327d,159 (74-0-85 46.54%),293 (1.84),←,
Totals,Totals,25y 47d,2588 (1164-3-1421 44.98%),1854 (0.72),,
C,"Malthouse, Mick",52y 359d,535 (297-4-234 55.89%),,157 (74-0-83 47.13%),
