Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",27y 110d,186 (70-2-114 38.17%),127 (0.68),←,
13,"Brunton, Neil",25y 181d,54 (6-1-47 12.04%),7 (0.13),←,
42,"Chapman, Wade",18y 181d,7 (1-0-6 14.29%),,←,
12,"Considine, Ed",25y 287d,67 (34-0-33 50.75%),16 (0.24),18 (2-0-16 11.11%),4 (0.22)
28,"Cresswell, Daryn",23y 42d,39 (2-0-37 5.13%),38 (0.97),←,
5,"Daniels, Jayson",23y 134d,103 (28-1-74 27.67%),20 (0.19),29 (3-0-26 10.34%),1 (0.03)
35,"Garlick, Simon",19y 84d,1 (0-0-1 0.00%),,←,
20,"Gaspar, Darren",18y 44d,3 (0-0-3 0.00%),,←,
25,"Gray, Troy",21y 127d,20 (1-1-18 7.50%),10 (0.50),←,
39,"Heuskes, Adam",18y 105d,2 (0-0-2 0.00%),,←,
47,"Higgins, Leon",26y 6d,107 (33-2-72 31.78%),70 (0.65),←,
11,"Kappler, Darren",29y 161d,120 (35-0-85 29.17%),96 (0.80),33 (5-0-28 15.15%),45 (1.36)
14,"Kelly, Paul",24y 340d,84 (14-2-68 17.86%),41 (0.49),←,
1,"Lawson, Jamie",22y 271d,58 (12-2-44 22.41%),28 (0.48),←,
3,"Lewis, Dale",25y 60d,74 (12-2-60 17.57%),85 (1.15),←,
4,"McRae, Dean",25y 233d,112 (37-1-74 33.48%),39 (0.35),31 (3-0-28 9.68%),14 (0.45)
8,"Minton-Connell, Simon",25y 68d,59 (12-0-47 20.34%),207 (3.51),40 (3-0-37 7.50%),157 (3.92)
17,"Mooney, Jason",21y 28d,29 (2-0-27 6.90%),4 (0.14),←,
23,"Neill, Robert",20y 179d,18 (2-0-16 11.11%),7 (0.39),←,
22,"Rose, Gavin",24y 277d,28 (2-1-25 8.93%),1 (0.04),←,
7,"Seymour, Brad",18y 61d,5 (0-0-5 0.00%),,←,
Totals,Totals,23y 20d,1176 (303-15-858 25.77%),796 (0.68),,
C,"Barassi, Ron",58y 126d,485 (266-4-215 55.26%),,29 (3-0-26 10.34%),
