Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Baird, John",5,2,1,6,,,,1.0,3.0,,,2.0,1.0,1.0,,2.0,4.0,1.0,,4.0,,,75.0
16,"Brown, Leigh",6,3,9,15,,,1.0,1.0,4.0,2.0,2.0,,1.0,,,10.0,5.0,2.0,,9.0,,,100.0
2,"Colbert, Leigh",4,1,11,15,,,,,,,1.0,6.0,1.0,4.0,,8.0,8.0,,,3.0,,,100.0
24,"Firrito, Michael",7,2,3,10,,,,1.0,,2.0,2.0,2.0,,1.0,,7.0,4.0,1.0,,,,,67.0
6,"Grant, Shannon",16,5,11,27,1,4.0,,4.0,1.0,3.0,4.0,2.0,,,,8.0,19.0,,1.0,,,,95.0
38,"Grima, Blake",2,1,5,7,,,,2.0,,1.0,3.0,,,,,6.0,1.0,,,3.0,,,53.0
31,"Hale, David",6,5,4,10,,,5.0,2.0,3.0,1.0,,1.0,,,,4.0,5.0,1.0,1.0,2.0,,,67.0
4,"Harris, Daniel",6,,9,15,,,,4.0,1.0,,4.0,1.0,,1.0,,9.0,5.0,,,,,,64.0
29,"Harvey, Brent",7,5,7,14,1,,,2.0,1.0,2.0,1.0,,,,,3.0,10.0,1.0,1.0,1.0,,1.0,78.0
21,"Jones, Corey",6,3,3,9,1,1.0,,,1.0,2.0,,3.0,,3.0,,4.0,6.0,,2.0,2.0,,,99.0
34,"King, David",12,4,6,18,,,,1.0,8.0,2.0,2.0,4.0,1.0,3.0,,6.0,11.0,1.0,1.0,1.0,5.0,1.0,87.0
5,"McKernan, Corey",11,6,1,12,2,1.0,4.0,1.0,,4.0,,4.0,3.0,2.0,,7.0,5.0,2.0,2.0,,,,94.0
19,"Motlop, Daniel",8,4,4,12,1,1.0,1.0,,2.0,3.0,1.0,2.0,1.0,1.0,,6.0,6.0,2.0,1.0,2.0,,1.0,95.0
20,"Petrie, Drew",6,,,6,,4.0,,2.0,,2.0,,3.0,3.0,3.0,,4.0,3.0,,,3.0,,,80.0
17,"Porter, Mark",,1,3,3,,,12.0,2.0,1.0,,2.0,1.0,,,,2.0,1.0,,,2.0,,,51.0
3,"Rawlings, Brady",8,3,6,14,1,2.0,,2.0,3.0,5.0,1.0,1.0,,1.0,,3.0,10.0,,2.0,,3.0,,98.0
32,"Sansbury, Eddie",10,3,3,13,,,,,5.0,4.0,1.0,2.0,,2.0,,3.0,8.0,,,1.0,5.0,1.0,87.0
7,"Simpson, Adam",18,8,12,30,,1.0,3.0,4.0,5.0,4.0,1.0,2.0,1.0,,,12.0,17.0,2.0,,1.0,,,100.0
9,"Sinclair, Jess",3,,1,4,,,,1.0,2.0,1.0,,,1.0,,,2.0,3.0,,,1.0,,,40.0
12,"Stevens, Michael",7,4,1,8,,2.0,1.0,3.0,3.0,3.0,,1.0,,,,2.0,7.0,1.0,1.0,1.0,1.0,,84.0
36,"Watt, Shannon",6,1,3,9,,,,1.0,3.0,,,1.0,,,,5.0,4.0,,,9.0,1.0,,100.0
8,"Wells, Daniel",6,3,6,12,1,,,1.0,,,1.0,1.0,,1.0,,4.0,8.0,,1.0,3.0,1.0,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,160,64,109,269,8,17.0,27.0,35.0,46.0,41.0,26.0,39.0,13.0,23.0,,117.0,150.0,14.0,13.0,48.0,16.0,4.0,
Opposition,Opposition,190,102,132,322,20,10.0,35.0,45.0,34.0,64.0,39.0,35.0,23.0,13.0,6.0,124.0,199.0,15.0,18.0,44.0,27.0,11.0,
