Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bishop, Matthew",7,,3,10,,1.0,7.0,2.0,,4.0,1.0,,1.0,1.0,,9.0,2.0,,,,,,
7,"Burgoyne, Peter",19,2,5,24,,1.0,,7.0,1.0,2.0,8.0,1.0,2.0,,,14.0,9.0,,1.0,2.0,,,
25,"Carr, Josh",13,1,8,21,,,1.0,3.0,,3.0,2.0,1.0,1.0,2.0,,12.0,8.0,,,,,,
28,"Daniels, Stephen",3,3,,3,,,,1.0,1.0,,,1.0,,,,,3.0,,,2.0,,,
17,"Dew, Stuart",7,1,,7,1,2.0,,1.0,,,2.0,,1.0,,,3.0,1.0,,,3.0,,,
19,"Dickie, Donald",,,3,3,,,,1.0,,,2.0,,,,,3.0,,,,,,,
8,"Francis, Fabian",15,2,1,16,,,,2.0,3.0,5.0,1.0,,3.0,,,6.0,7.0,,,,,,
10,"Francou, Josh",13,1,9,22,,1.0,,1.0,3.0,2.0,8.0,1.0,2.0,4.0,,13.0,8.0,,,,,,
31,"French, Barnaby",4,2,4,8,,,12.0,2.0,1.0,1.0,1.0,1.0,,1.0,,6.0,2.0,,,3.0,,,
34,"Guerra, Brent",6,1,1,7,,1.0,,,3.0,3.0,,2.0,,,,5.0,2.0,,,1.0,,,
38,"James, Roger",16,1,13,29,3,,,6.0,2.0,5.0,8.0,,1.0,,,19.0,9.0,,1.0,2.0,,,
9,"Lyle, Brayden",12,2,2,14,,,,2.0,2.0,2.0,1.0,1.0,3.0,1.0,,9.0,3.0,1.0,,,,,
33,"Mead, Darren",8,1,4,12,,,2.0,1.0,1.0,1.0,2.0,,1.0,,,6.0,4.0,,,,,,
3,"Montgomery, Brett",9,2,5,14,,1.0,,2.0,4.0,2.0,,,1.0,3.0,,6.0,6.0,,,1.0,,,
26,"Murray, Derek",10,2,3,13,1,2.0,,2.0,,4.0,2.0,4.0,3.0,,,9.0,3.0,,,1.0,1.0,,
14,"Paxman, Stephen",3,2,1,4,,,,,3.0,,,1.0,1.0,1.0,,,3.0,,,3.0,,,
27,"Poulton, Jared",11,3,,11,,,,2.0,4.0,2.0,,2.0,,2.0,,6.0,5.0,,,2.0,,,
2,"Primus, Matthew",12,4,4,16,,1.0,23.0,1.0,1.0,1.0,9.0,2.0,3.0,4.0,,13.0,4.0,2.0,,,,,
6,"Schofield, Jarrad",7,2,5,12,1,1.0,,2.0,1.0,1.0,1.0,2.0,3.0,1.0,,7.0,3.0,1.0,1.0,,,,
24,"Stevens, Michael",3,,,3,,,2.0,1.0,,,1.0,1.0,,1.0,,5.0,,,,,,,
16,"Tredrea, Warren",5,3,4,9,1,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,,,4.0,4.0,,,1.0,,,
15,"Wilson, Michael",17,2,4,21,1,,3.0,4.0,1.0,8.0,5.0,2.0,3.0,1.0,,12.0,7.0,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,37,79,279,8,16.0,52.0,45.0,32.0,49.0,55.0,24.0,30.0,22.0,,167.0,93.0,4.0,3.0,21.0,1.0,,
Opposition,Opposition,202,51,113,315,12,10.0,34.0,67.0,31.0,51.0,55.0,35.0,22.0,30.0,6.0,173.0,140.0,8.0,12.0,30.0,3.0,,
