Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",18,2,5,23,1,2.0,,3.0,,,,,3.0,1.0,2.0,,,,,,,,
35,"Athorn, Mark",7,,6,13,,,,,,,,,,1.0,,,,,,,,,
18,"Blakey, John",11,5,9,20,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Brockhurst, Andrew",9,2,2,11,,,,1.0,,,,,1.0,1.0,,,,,,,,,
49,"Bunn, Mark",15,2,6,21,,,,,,,,,4.0,,,,,,,,,,
40,"Clayton, Scott",17,3,4,21,,,,,,,,,2.0,1.0,,,,,,,,,
36,"Dundas, Matthew",11,1,8,19,1,1.0,,4.0,,,,,1.0,3.0,,,,,,,,,
7,"Gale, Michael",11,5,12,23,,,1.0,1.0,,,,,3.0,1.0,,,,,,,,,
6,"Ironmonger, John",10,5,9,19,,,14.0,,,,,,3.0,4.0,3.0,,,,,,,,
21,"Kappler, Darren",17,6,4,21,1,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,
12,"Kickett, Dale",7,2,4,11,3,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
11,"Lynch, Alastair",9,5,2,11,3,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
16,"Matera, Wally",11,3,4,15,3,1.0,,1.0,,,,,,1.0,,,,,,,,,
22,"McCormack, Brendan",6,1,,6,,,,1.0,,,,,,1.0,,,,,,,,,
3,"Pert, Gary",9,3,4,13,,,,,,,,,,3.0,,,,,,,,,
1,"Roos, Paul",10,5,4,14,3,,,1.0,,,,,,2.0,,,,,,,,,
33,"Stephens, Brett",13,5,6,19,,,,1.0,,,,,3.0,3.0,,,,,,,,,
23,"Taylor, Jason",3,,1,4,,3.0,1.0,1.0,,,,,,3.0,,,,,,,,,
39,"Trewella, Mark",9,2,3,12,2,2.0,1.0,2.0,,,,,2.0,2.0,,,,,,,,,
8,"Wynd, Jim",14,1,6,20,,,,4.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,58,99,316,18,13.0,17.0,26.0,,,,,26.0,31.0,6.0,,,,,,,,
Opposition,Opposition,192,62,105,297,15,13.0,29.0,20.0,,,,,31.0,26.0,,,,,,,,,
