Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
14,"Bird, Craig",22y 127d,48 (24-1-23 51.04%),15 (0.31),←,
24,"Bolton, Jude",31y 74d,266 (143-4-119 54.51%),133 (0.50),←,
37,"Goodes, Adam",31y 140d,285 (154-4-127 54.74%),323 (1.13),←,
39,"Grundy, Heath",24y 360d,78 (42-1-35 54.49%),18 (0.23),←,
4,"Hannebery, Dan",20y 93d,37 (20-1-16 55.41%),12 (0.32),←,
32,"Jetta, Lewis",22y 24d,29 (16-1-12 56.90%),10 (0.34),←,
34,"Johnson, Alex",19y 87d,6 (4-0-2 66.67%),,←,
23,"Johnston, Lewis",20y 86d,1 (1-0-0 100.00%),1 (1.00),←,
12,"Kennedy, Josh",22y 342d,46 (24-1-21 53.26%),18 (0.39),33 (19-1-13 59.09%),14 (0.42)
17,"Kennelly, Tadhg",29y 331d,183 (113-1-69 62.02%),29 (0.16),←,
9,"Malceski, Nick",26y 286d,94 (59-1-34 63.30%),43 (0.46),←,
29,"Mattner, Martin",28y 295d,176 (99-2-75 56.82%),36 (0.20),78 (39-2-37 51.28%),22 (0.28)
21,"McGlynn, Ben",25y 295d,67 (36-1-30 54.48%),70 (1.04),23 (13-1-9 58.70%),42 (1.83)
3,"McVeigh, Jarrad",26y 51d,156 (88-3-65 57.37%),110 (0.71),←,
5,"OKeefe, Ryan",30y 124d,218 (121-3-94 56.19%),212 (0.97),←,
26,"Parker, Luke",18y 215d,3 (2-0-1 66.67%),,←,
20,"Reid, Sam",19y 152d,10 (6-1-3 65.00%),6 (0.60),←,
25,"Richards, Ted",28y 137d,142 (78-3-61 55.99%),31 (0.22),109 (59-3-47 55.50%),12 (0.11)
30,"Roberts-Thomson, Lewis",27y 262d,136 (78-1-57 57.72%),16 (0.12),←,
1,"Seaby, Mark",27y 27d,110 (68-1-41 62.27%),67 (0.61),8 (6-1-1 81.25%),3 (0.38)
2,"Shaw, Rhyce",29y 224d,148 (74-1-73 50.34%),38 (0.26),54 (26-1-27 49.07%),18 (0.33)
40,"Smith, Nick",22y 350d,38 (17-1-20 46.05%),8 (0.21),←,
Totals,Totals,25y 103d,2277 (1267-32-978 55.64%),1196 (0.53),,
C,"Longmire, John",40y 148d,9 (5-1-3 61.11%),,←,
