Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
12,"Cordy, Zaine",25y 191d,111 (59-0-52 53.15%),12 (0.11),←,
9,"Crozier, Hayden",28y 133d,136 (66-0-70 48.53%),48 (0.35),67 (35-0-32 52.24%),4 (0.06)
31,"Dale, Bailey",25y 288d,93 (50-0-43 53.76%),71 (0.76),←,
35,"Daniel, Caleb",25y 303d,142 (77-0-65 54.23%),37 (0.26),←,
5,"Dunkley, Josh",25y 117d,101 (56-0-45 55.45%),51 (0.50),←,
15,"Duryea, Taylor",31y 12d,167 (113-1-53 67.96%),24 (0.14),49 (31-0-18 63.27%),3 (0.06)
43,"Gardner, Ryan",24y 339d,29 (17-0-12 58.62%),2 (0.07),←,
24,"Khamis, Buku",22y 43d,2 (1-0-1 50.00%),1 (0.50),←,
21,"Liberatore, Tom",29y 355d,181 (86-0-95 47.51%),67 (0.37),←,
11,"Macrae, Jack",27y 276d,193 (102-0-91 52.85%),45 (0.23),←,
8,"Martin, Stefan",35y 170d,202 (66-1-135 32.92%),47 (0.23),12 (8-0-4 66.67%),1 (0.08)
27,"McComb, Robbie",26y 138d,3 (1-0-2 33.33%),2 (0.67),←,
30,"McNeil, Lachlan",21y 86d,18 (12-0-6 66.67%),11 (0.61),←,
33,"Naughton, Aaron",22y 157d,86 (48-0-38 55.81%),115 (1.34),←,
22,"OBrien, Tim",28y 39d,102 (53-3-46 53.43%),73 (0.72),5 (2-0-3 40.00%),
20,"Richards, Ed",22y 307d,71 (35-0-36 49.30%),24 (0.34),←,
28,"Scott, Anthony",27y 67d,27 (18-0-9 66.67%),14 (0.52),←,
6,"Smith, Bailey",21y 150d,74 (43-0-31 58.11%),37 (0.50),←,
37,"Smith, Roarke",25y 237d,42 (21-0-21 50.00%),10 (0.24),←,
1,"Treloar, Adam",29y 58d,198 (85-1-112 43.18%),116 (0.59),25 (15-0-10 60.00%),19 (0.76)
23,"Vandermeer, Laitham",23y 92d,29 (16-0-13 55.17%),18 (0.62),←,
19,"Weightman, Cody",21y 111d,27 (15-0-12 55.56%),41 (1.52),←,
34,"Williams, Bailey",24y 208d,89 (47-0-42 52.81%),11 (0.12),←,
Totals,Totals,25y 327d,2123 (1087-6-1030 51.20%),877 (0.41),,
C,"Beveridge, Luke",51y 256d,168 (95-0-73 56.55%),,←,
