Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",31y 136d,195 (115-2-78 59.49%),81 (0.42),←,
21,"Bradley, Craig",29y 316d,178 (106-2-70 60.11%),133 (0.75),←,
20,"Brown, Fraser",23y 17d,64 (33-1-30 52.34%),35 (0.55),←,
39,"Christou, Ang",21y 231d,22 (15-1-6 70.45%),7 (0.32),←,
34,"De Iulio, Ron",21y 142d,30 (20-0-10 66.67%),45 (1.50),←,
12,"Gleeson, Adrian",26y 127d,141 (86-2-53 61.70%),140 (0.99),←,
13,"Hanna, Mil",27y 152d,126 (67-2-57 53.97%),49 (0.39),←,
17,"Heaver, Brent",22y 81d,35 (24-1-10 70.00%),63 (1.80),23 (15-1-7 67.39%),51 (2.22)
33,"Hogg, Matthew",24y 257d,93 (46-3-44 51.08%),14 (0.15),34 (22-1-11 66.18%),10 (0.29)
4,"Kernahan, Stephen",30y 3d,174 (104-2-68 60.34%),504 (2.90),←,
44,"Madden, Justin",32y 96d,260 (159-2-99 61.54%),160 (0.62),215 (129-2-84 60.47%),140 (0.65)
5,"McKay, Andrew",23y 52d,21 (14-1-6 69.05%),6 (0.29),←,
22,"Powell, Tim",25y 143d,72 (24-0-48 33.33%),50 (0.69),8 (6-0-2 75.00%),10 (1.25)
7,"Ratten, Brett",22y 55d,59 (33-0-26 55.93%),8 (0.14),←,
14,"Sexton, Michael",22y 183d,56 (31-1-24 56.25%),5 (0.09),←,
9,"Sholl, Brett",21y 362d,29 (19-1-9 67.24%),8 (0.28),←,
1,"Silvagni, Stephen",26y 96d,138 (87-1-50 63.41%),110 (0.80),←,
11,"Spalding, Earl",28y 177d,150 (97-1-52 65.00%),105 (0.70),41 (27-1-13 67.07%),42 (1.02)
38,"Welsh, Rohan",22y 332d,28 (17-1-10 62.50%),48 (1.71),←,
2,"Williams, Greg",29y 339d,178 (100-1-77 56.46%),150 (0.84),37 (24-1-12 66.22%),22 (0.59)
Totals,Totals,25y 238d,2049 (1197-25-827 58.42%),1721 (0.84),,
C,"Parkin, David",50y 357d,348 (202-2-144 58.33%),,185 (115-2-68 62.70%),
