Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
21,"Bradley, Craig",31y 265d,216 (134-2-80 62.50%),162 (0.75),←,
20,"Brown, Fraser",24y 331d,99 (57-1-41 58.08%),62 (0.63),←,
16,"Camporeale, Scott",19y 338d,15 (13-0-2 86.67%),6 (0.40),←,
39,"Christou, Ang",23y 180d,63 (44-1-18 70.63%),14 (0.22),←,
6,"Clape, Matt",26y 48d,42 (32-0-10 76.19%),33 (0.79),13 (11-0-2 84.62%),19 (1.46)
35,"Dean, Peter",30y 128d,200 (127-1-72 63.75%),28 (0.14),←,
26,"Harrison, Ben",20y 179d,1 (1-0-0 100.00%),,←,
4,"Kernahan, Stephen",31y 317d,210 (131-2-77 62.86%),642 (3.06),←,
43,"Koutoufides, Anthony",22y 178d,51 (32-1-18 63.73%),19 (0.37),←,
15,"Lynn, Tony",27y 77d,31 (21-0-10 67.74%),18 (0.58),25 (20-0-5 80.00%),13 (0.52)
44,"Madden, Justin",34y 45d,301 (188-2-111 62.79%),184 (0.61),256 (158-2-96 62.11%),164 (0.64)
5,"McKay, Andrew",25y 1d,61 (43-1-17 71.31%),12 (0.20),←,
10,"Mitchell, Barry",29y 220d,216 (103-2-111 48.15%),247 (1.14),33 (25-0-8 75.76%),25 (0.76)
19,"Pearce, Brad",23y 333d,18 (14-0-4 77.78%),28 (1.56),16 (14-0-2 87.50%),27 (1.69)
7,"Ratten, Brett",24y 4d,87 (52-0-35 59.77%),19 (0.22),←,
23,"Rice, Dean",27y 120d,125 (52-1-72 42.00%),48 (0.38),9 (7-0-2 77.78%),5 (0.56)
14,"Sexton, Michael",24y 132d,97 (60-1-36 62.37%),8 (0.08),←,
1,"Silvagni, Stephen",28y 45d,179 (116-1-62 65.08%),121 (0.68),←,
11,"Spalding, Earl",30y 126d,185 (123-1-61 66.76%),135 (0.73),76 (53-1-22 70.39%),72 (0.95)
32,"Whitehead, Adrian",19y 324d,23 (19-0-4 82.61%),,←,
2,"Williams, Greg",31y 288d,210 (123-1-86 58.81%),176 (0.84),69 (47-1-21 68.84%),48 (0.70)
Totals,Totals,26y 193d,2430 (1485-18-927 61.11%),1962 (0.81),,
C,"Parkin, David",52y 306d,389 (231-2-156 59.64%),,226 (144-2-80 64.16%),
