Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Bryce, Paul",4,2,3,7,,,2.0,1.0,,,,,,,,,,,,,,,
44,"Charles, Sean",15,6,3,18,2,2.0,,,,,,,2.0,1.0,,,,,,,,,
23,"Dyson, Kevin",,,1,1,,,,,,,,,,1.0,,,,,,,,,
20,"Febey, Matthew",4,,8,12,1,,,2.0,,,,,,,,,,,,,,,
32,"Goodwin, Andy",3,3,1,4,,,,,,,,,,3.0,,,,,,,,,
13,"Jakovich, Allen",12,5,1,13,4,1.0,,,,,,,1.0,2.0,,,,,,,,,
31,"Keogh, Rod",12,1,8,20,,,,4.0,,,,,1.0,2.0,,,,,,,,,
16,"Lovell, Andy",22,7,10,32,4,,,,,,,,2.0,4.0,2.0,,,,,,,,
17,"Lovett, Brett",9,,7,16,1,,,3.0,,,,,,,,,,,,,,,
6,"Lovett, Glenn",21,4,8,29,,1.0,,,,,,,2.0,1.0,1.0,,,,,,,,
3,"Lyon, Garry",9,2,5,14,3,,,2.0,,,,,1.0,2.0,,,,,,,,,
29,"Obst, Andrew",7,,8,15,,,5.0,2.0,,,,,1.0,4.0,,,,,,,,,
46,"Robins, Haydn",14,4,4,18,,,,2.0,,,,,2.0,2.0,,,,,,,,,
41,"Rohde, Peter",6,1,2,8,,,,,,,,,,,,,,,,,,,
5,"Schwarz, David",12,3,7,19,1,1.0,5.0,1.0,,,,,2.0,4.0,,,,,,,,,
11,"Stynes, Jim",7,2,9,16,,,11.0,,,,,,3.0,4.0,3.0,,,,,,,,
4,"Sullivan, Chris",2,,2,4,,,,,,,,,1.0,,,,,,,,,,
12,"Viney, Todd",7,2,9,16,,,,2.0,,,,,,3.0,,,,,,,,,
27,"Wight, Sean",11,1,5,16,2,1.0,5.0,1.0,,,,,1.0,1.0,,,,,,,,,
8,"Yeats, Graeme",10,5,2,12,,,,1.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,48,103,290,18,8.0,28.0,21.0,,,,,20.0,34.0,6.0,,,,,,,,
Opposition,Opposition,154,53,127,281,9,13.0,35.0,24.0,,,,,34.0,20.0,,,,,,,,,
