Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Birchall, Grant",13,4,9,22,1,,,2.0,1.0,2.0,,1.0,3.0,1.0,,7.0,14.0,,,1.0,1.0,,79.0
22,"Breust, Luke",10,2,4,14,3,,,4.0,,2.0,3.0,,1.0,,,6.0,6.0,1.0,1.0,1.0,,1.0,90.0
9,"Burgoyne, Shaun",14,1,10,24,2,,1.0,5.0,1.0,6.0,3.0,2.0,,,,9.0,15.0,,,2.0,,,85.0
18,"Ceglar, Jonathon",7,6,8,15,,,9.0,,1.0,1.0,1.0,1.0,3.0,,,7.0,9.0,1.0,1.0,1.0,,1.0,82.0
8,"Duryea, Taylor",12,6,4,16,,,,2.0,2.0,,,1.0,,1.0,,3.0,11.0,,,4.0,,,89.0
19,"Gunston, Jack",12,10,4,16,3,1.0,,1.0,,5.0,,3.0,,1.0,,7.0,10.0,1.0,4.0,3.0,,,92.0
20,"Hale, David",2,1,4,6,,1.0,14.0,4.0,,,1.0,1.0,,,,4.0,2.0,,1.0,2.0,,,90.0
38,"Hallahan, Mitch",9,4,11,20,1,3.0,,7.0,1.0,2.0,4.0,3.0,,1.0,,10.0,10.0,,3.0,,,,80.0
40,"Hartung, Billy",11,3,6,17,1,,,2.0,1.0,3.0,1.0,2.0,1.0,,,6.0,11.0,,,1.0,,,79.0
10,"Hill, Bradley",8,2,10,18,,,,4.0,2.0,3.0,,3.0,,1.0,,3.0,16.0,,,,1.0,,83.0
15,"Hodge, Luke",11,3,9,20,,,2.0,1.0,1.0,4.0,5.0,2.0,3.0,1.0,,9.0,11.0,1.0,,4.0,,,83.0
29,"Langford, Will",5,2,9,14,,,,4.0,2.0,,2.0,,,,,5.0,10.0,1.0,,,1.0,,84.0
3,"Lewis, Jordan",16,7,22,38,2,,1.0,2.0,,6.0,9.0,6.0,2.0,,2.0,13.0,24.0,,,3.0,,1.0,86.0
7 ↓,"McEvoy, Ben",,2,5,5,,,9.0,,,,,,,,,1.0,4.0,,,1.0,,,41.0
28,"Puopolo, Paul",8,3,14,22,,,,5.0,1.0,1.0,3.0,1.0,,,,11.0,12.0,1.0,,1.0,,,84.0
25,"Schoenmakers, Ryan",12,5,7,19,,,,3.0,3.0,3.0,,5.0,,2.0,,7.0,13.0,1.0,,5.0,,1.0,97.0
12,"Sewell, Brad",8,1,10,18,,,,3.0,2.0,2.0,2.0,1.0,1.0,,,8.0,11.0,,,2.0,,,77.0
26,"Shiels, Liam",12,4,11,23,,,,9.0,1.0,3.0,4.0,5.0,1.0,1.0,,9.0,17.0,,,3.0,,,85.0
32 ↑,"Simpkin, Jonathan",9,,9,18,,1.0,,2.0,1.0,3.0,3.0,,2.0,,,8.0,10.0,,,,,,45.0
16,"Smith, Isaac",16,5,11,27,,,3.0,5.0,2.0,5.0,3.0,1.0,,,,11.0,17.0,1.0,,3.0,2.0,2.0,84.0
24,"Stratton, Ben",8,6,10,18,,,,5.0,3.0,1.0,,3.0,1.0,2.0,,8.0,9.0,2.0,,5.0,,,96.0
4,"Suckling, Matt",17,8,11,28,,1.0,,4.0,2.0,3.0,1.0,2.0,1.0,1.0,,6.0,20.0,,,2.0,1.0,1.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,85,198,418,13,8.0,39.0,74.0,27.0,55.0,45.0,43.0,19.0,12.0,2.0,158.0,262.0,10.0,10.0,44.0,6.0,7.0,
Opposition,Opposition,195,84,156,351,15,10.0,47.0,62.0,36.0,47.0,41.0,53.0,12.0,19.0,4.0,143.0,199.0,13.0,8.0,53.0,8.0,11.0,
