Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",28y 302d,97 (60-1-36 62.37%),6 (0.06),79 (53-1-25 67.72%),2 (0.03)
20,"Brogan, Dean",25y 146d,38 (29-0-9 76.32%),14 (0.37),←,
7,"Burgoyne, Peter",26y 100d,139 (79-2-58 57.55%),156 (1.12),←,
8,"Burgoyne, Shaun",21y 200d,49 (39-0-10 79.59%),73 (1.49),←,
25,"Cassisi, Domenic",21y 229d,25 (20-0-5 80.00%),4 (0.16),←,
26,"Cochrane, Stuart",25y 293d,79 (44-0-35 55.70%),14 (0.18),29 (21-0-8 72.41%),3 (0.10)
35,"Cornes, Chad",24y 178d,104 (66-1-37 63.94%),108 (1.04),←,
18,"Cornes, Kane",21y 124d,51 (37-0-14 72.55%),21 (0.41),←,
17,"Dew, Stuart",24y 264d,120 (69-2-49 58.33%),189 (1.58),←,
33,"Ebert, Brett",20y 172d,6 (4-0-2 66.67%),9 (1.50),←,
38,"James, Roger",28y 200d,119 (71-2-46 60.50%),76 (0.64),←,
29,"Kingsley, Adam",28y 262d,131 (74-2-55 57.25%),29 (0.22),←,
5,"Lade, Brendon",27y 303d,106 (60-2-44 57.55%),73 (0.69),←,
27,"Poulton, Jared",27y 17d,77 (49-1-27 64.29%),18 (0.23),←,
31,"Salopek, Steven",18y 322d,16 (12-0-4 75.00%),6 (0.38),←,
6,"Schofield, Jarrad",29y 99d,176 (109-1-66 62.22%),113 (0.64),113 (70-1-42 62.39%),79 (0.70)
39,"Surjan, Jacob",18y 267d,5 (4-0-1 80.00%),2 (0.40),←,
28,"Thurstans, Toby",23y 268d,17 (12-0-5 70.59%),10 (0.59),←,
16,"Tredrea, Warren",25y 136d,137 (81-1-55 59.49%),293 (2.14),←,
2,"Wakelin, Darryl",29y 271d,184 (102-1-81 55.71%),11 (0.06),69 (49-0-20 71.01%),3 (0.04)
4,"Wanganeen, Gavin",30y 325d,264 (156-5-103 60.04%),167 (0.63),137 (83-2-52 61.31%),104 (0.76)
21,"Wilson, Michael",27y 169d,120 (62-3-55 52.92%),36 (0.30),←,
Totals,Totals,25y 112d,2060 (1239-24-797 60.15%),1428 (0.69),,
C,"Williams, Mark",45y 261d,125 (77-1-47 62.00%),,←,
