Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Ah Chee, Callum",7,3,5,12,,1.0,,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,6.0,7.0,1.0,,,,,81.0
31,"Andrews, Harris",12,7,4,16,1,,,,5.0,1.0,,3.0,1.0,,,8.0,7.0,3.0,,18.0,,,95.0
33,"Bailey, Zac",13,4,5,18,2,,,1.0,2.0,6.0,4.0,3.0,,1.0,,6.0,11.0,,,1.0,,,72.0
7,"Berry, Jarrod",13,4,6,19,,,,4.0,4.0,2.0,3.0,5.0,2.0,1.0,,7.0,12.0,,,,,,81.0
23,"Cameron, Charlie",9,6,2,11,3,2.0,,1.0,1.0,1.0,,,1.0,,2.0,4.0,7.0,2.0,5.0,1.0,,3.0,82.0
3,"Daniher, Joe",8,2,3,11,1,,,1.0,,5.0,1.0,2.0,3.0,1.0,,7.0,5.0,1.0,,2.0,,,95.0
5,"Dunkley, Josh",4,2,12,16,,,,7.0,,1.0,3.0,5.0,,3.0,,7.0,8.0,,,1.0,,,83.0
28 ↑,"Fletcher, Jaspa",5,2,1,6,,,,1.0,1.0,2.0,2.0,2.0,,1.0,,2.0,4.0,,,,,,40.0
19 ↓,"Gunston, Jack",2,2,1,3,,1.0,,,,1.0,,,,,,3.0,,2.0,1.0,,,,32.0
30,"Hipwood, Eric",10,7,1,11,1,2.0,,1.0,,5.0,,5.0,2.0,2.0,,3.0,8.0,,3.0,1.0,,2.0,78.0
35,"Lester, Ryan",13,8,3,16,,,,3.0,5.0,1.0,,1.0,1.0,,,4.0,11.0,1.0,,1.0,,,86.0
11,"McCarthy, Lincoln",7,2,3,10,2,1.0,,1.0,,1.0,1.0,3.0,,2.0,,5.0,6.0,,1.0,3.0,,2.0,78.0
6,"McCluggage, Hugh",15,5,13,28,2,,,5.0,1.0,3.0,8.0,3.0,2.0,,3.0,15.0,13.0,,,,,1.0,84.0
46,"McInerney, Oscar",7,1,2,9,,,39.0,4.0,2.0,1.0,4.0,,,,,9.0,,1.0,,3.0,,,86.0
26,"McKenna, Conor",11,4,4,15,,,,1.0,5.0,1.0,,1.0,,,,3.0,8.0,,,3.0,1.0,1.0,84.0
9,"Neale, Lachie",8,3,15,23,,,,5.0,1.0,1.0,3.0,3.0,,1.0,1.0,11.0,11.0,,,,1.0,,86.0
40,"Payne, Jack",9,7,1,10,,,,,3.0,1.0,1.0,2.0,,1.0,,2.0,9.0,,,5.0,,,95.0
20,"Prior, Jaxon",11,5,3,14,,,,3.0,1.0,3.0,,3.0,1.0,,,6.0,7.0,,,2.0,,,74.0
16,"Rayner, Cam",8,2,4,12,1,1.0,,1.0,,2.0,,5.0,,1.0,,3.0,10.0,,,2.0,,,74.0
2,"Robertson, Deven",7,1,5,12,1,,,3.0,,2.0,1.0,3.0,,2.0,,4.0,7.0,,,1.0,,,68.0
37,"Starcevich, Brandon",9,7,3,12,,,,,2.0,1.0,,1.0,,,,2.0,8.0,1.0,,3.0,,,78.0
44,"Wilmot, Darcy",14,1,3,17,1,,,1.0,6.0,3.0,,2.0,1.0,1.0,,4.0,10.0,,,5.0,,,86.0
15,"Zorko, Dayne",10,3,9,19,,,,6.0,2.0,2.0,5.0,2.0,2.0,,,9.0,9.0,,,1.0,,2.0,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,88,108,320,15,9.0,39.0,52.0,43.0,49.0,38.0,56.0,18.0,19.0,6.0,130.0,178.0,12.0,10.0,53.0,2.0,11.0,
Opposition,Opposition,212,90,155,367,13,15.0,56.0,74.0,33.0,56.0,44.0,54.0,19.0,18.0,,133.0,228.0,6.0,13.0,36.0,3.0,9.0,
