Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",28y 62d,188 (120-0-68 63.83%),109 (0.58),←,
12,"Blakey, John",34y 305d,333 (179-0-154 53.75%),107 (0.32),198 (127-0-71 64.14%),69 (0.35)
22,"Burton, Matthew",31y 6d,101 (38-0-63 37.62%),43 (0.43),31 (16-0-15 51.61%),11 (0.35)
23,"Clayton, Shane",22y 213d,75 (39-0-36 52.00%),24 (0.32),57 (37-0-20 64.91%),23 (0.40)
45,"Cochrane, Stuart",22y 309d,21 (9-0-12 42.86%),4 (0.19),←,
2,"Colbert, Leigh",25y 352d,127 (73-1-53 57.87%),60 (0.47),22 (11-0-11 50.00%),10 (0.45)
6,"Grant, Shannon",24y 36d,140 (87-1-52 62.50%),160 (1.14),82 (55-0-27 67.07%),122 (1.49)
29,"Harvey, Brent",23y 11d,96 (64-0-32 66.67%),106 (1.10),←,
21,"Jones, Corey",20y 88d,5 (2-0-3 40.00%),2 (0.40),←,
34,"King, David",29y 79d,165 (108-0-57 65.45%),80 (0.48),←,
27,"Lange, Adam",22y 133d,27 (17-0-10 62.96%),22 (0.81),←,
4,"Martyn, Mick",32y 267d,263 (156-1-106 59.51%),15 (0.06),←,
5,"McCartney, Jason",27y 72d,154 (86-0-68 55.84%),53 (0.34),79 (52-0-27 65.82%),5 (0.06)
31,"McKernan, Corey",27y 157d,169 (113-0-56 66.86%),204 (1.21),←,
8,"McLaren, Joe",23y 165d,61 (23-1-37 38.52%),36 (0.59),4 (2-0-2 50.00%),3 (0.75)
28,"Pickett, Byron",23y 287d,85 (56-0-29 65.88%),11 (0.13),←,
3,"Rawlings, Brady",19y 349d,26 (19-0-7 73.08%),6 (0.23),←,
26,"Rocca, Saverio",27y 186d,164 (72-2-90 44.51%),530 (3.23),8 (2-0-6 25.00%),16 (2.00)
7,"Simpson, Adam",25y 98d,124 (85-0-39 68.55%),40 (0.32),←,
9,"Sinclair, Jess",22y 272d,58 (15-0-43 25.86%),29 (0.50),8 (2-0-6 25.00%),3 (0.38)
10,"Stevens, Anthony",29y 327d,227 (139-0-88 61.23%),102 (0.45),←,
36,"Watt, Shannon",20y 180d,12 (6-0-6 50.00%),2 (0.17),←,
Totals,Totals,25y 246d,2621 (1506-6-1109 57.46%),1745 (0.67),,
C,"Pagan, Denis",53y 243d,204 (132-0-72 64.71%),,←,
