Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",31y 261d,208 (116-0-92 55.77%),24 (0.12),←,
44,"Bock, Nathan",25y 157d,84 (47-0-37 55.95%),53 (0.63),←,
19,"Dangerfield, Patrick",18y 141d,2 (1-0-1 50.00%),1 (0.50),←,
11,"Doughty, Michael",29y 19d,140 (86-0-54 61.43%),34 (0.24),←,
26,"Douglas, Richard",21y 200d,36 (20-0-16 55.56%),27 (0.75),←,
9,"Edwards, Tyson",32y 18d,287 (157-0-130 54.70%),178 (0.62),←,
1,"Gill, Nick",25y 365d,14 (8-0-6 57.14%),19 (1.36),←,
36,"Goodwin, Simon",31y 242d,236 (135-0-101 57.20%),156 (0.66),←,
18,"Johncock, Graham",25y 308d,145 (82-0-63 56.55%),88 (0.61),←,
21,"Knights, Chris",21y 334d,48 (28-0-20 58.33%),10 (0.21),←,
14,"Mackay, David",20y 30d,17 (12-0-5 70.59%),3 (0.18),←,
20,"Maric, Ivan",22y 233d,28 (16-0-12 57.14%),15 (0.54),←,
3,"Massie, Kris",28y 86d,129 (75-0-54 58.14%),23 (0.18),86 (49-0-37 56.98%),11 (0.13)
23,"McLeod, Andrew",32y 20d,302 (165-0-137 54.64%),254 (0.84),←,
2,"Moran, Brad",21y 330d,9 (4-0-5 44.44%),6 (0.67),6 (4-0-2 66.67%),6 (1.00)
33,"Reilly, Brent",24y 286d,93 (55-0-38 59.14%),39 (0.42),←,
25,"Rutten, Ben",25y 88d,100 (63-0-37 63.00%),5 (0.05),←,
12,"Shirley, Robert",28y 76d,138 (78-0-60 56.52%),27 (0.20),←,
27,"Stevens, Scott",26y 222d,100 (50-1-49 50.50%),62 (0.62),75 (40-0-35 53.33%),45 (0.60)
15,"Symes, Brad",23y 170d,34 (16-0-18 47.06%),4 (0.12),14 (8-0-6 57.14%),2 (0.14)
5,"Thompson, Scott",25y 163d,130 (76-0-54 58.46%),97 (0.75),91 (58-0-33 63.74%),80 (0.88)
7,"van Berlo, Nathan",22y 79d,74 (45-0-29 60.81%),19 (0.26),←,
Totals,Totals,25y 240d,2354 (1335-1-1018 56.71%),1144 (0.49),,
C,"Craig, Neil",52y 226d,102 (63-0-39 61.76%),,←,
