Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",11,2,7,18,2,2.0,,2.0,,5.0,2.0,1.0,,1.0,,8.0,9.0,1.0,1.0,2.0,3.0,1.0,92.0
10,"Ashcroft, Marcus",2,2,5,7,,,,2.0,1.0,1.0,,,1.0,,,2.0,5.0,,,,,,50.0
20,"Black, Simon",19,4,10,29,1,3.0,,3.0,4.0,9.0,4.0,5.0,,1.0,,13.0,16.0,,,,3.0,,94.0
36,"Bradshaw, Daniel",1,1,3,4,,,,,,,,1.0,,,,2.0,2.0,,,1.0,,1.0,59.0
16,"Brown, Jonathan",7,4,5,12,3,1.0,,1.0,,3.0,1.0,,3.0,,,8.0,4.0,2.0,2.0,1.0,,1.0,94.0
1,"Caracella, Blake",12,3,5,17,,1.0,,1.0,2.0,2.0,2.0,2.0,,,,7.0,10.0,,1.0,4.0,,,85.0
19,"Charman, Jamie",4,1,4,8,,,11.0,,2.0,1.0,1.0,1.0,,,,4.0,3.0,1.0,,2.0,,,45.0
30,"Copeland, Robert",10,3,3,13,1,,,1.0,2.0,4.0,1.0,4.0,1.0,1.0,,6.0,8.0,,,4.0,1.0,,100.0
14,"Hadley, Richard",3,1,5,8,,,,2.0,1.0,1.0,,1.0,,,,2.0,6.0,,,2.0,,,41.0
32,"Hart, Shaun",8,4,7,15,,,,4.0,3.0,2.0,1.0,4.0,,2.0,,5.0,11.0,1.0,,,,,100.0
2,"Johnson, Chris",10,1,8,18,1,,,,3.0,2.0,,4.0,1.0,,,6.0,9.0,,1.0,,3.0,,100.0
27,"Keating, Clark",5,2,5,10,,,20.0,3.0,,,3.0,,3.0,,,8.0,2.0,1.0,,1.0,,1.0,55.0
44,"Lappin, Nigel",16,4,13,29,1,1.0,,6.0,3.0,5.0,9.0,1.0,,,,15.0,13.0,,,2.0,,,100.0
23,"Leppitsch, Justin",4,1,9,13,,,,2.0,4.0,,,,2.0,,,7.0,5.0,,,3.0,,,100.0
11,"Lynch, Alastair",9,7,1,10,6,1.0,,1.0,,1.0,,1.0,,1.0,,6.0,4.0,3.0,7.0,1.0,,,91.0
9,"McGrath, Ashley",11,5,5,16,1,1.0,,,3.0,3.0,3.0,1.0,,1.0,,7.0,9.0,,1.0,5.0,2.0,1.0,83.0
4,"McRae, Craig",6,1,2,8,1,1.0,,2.0,,3.0,1.0,2.0,2.0,1.0,,3.0,6.0,,1.0,3.0,,,88.0
15,"Michael, Mal",3,1,2,5,,,1.0,2.0,1.0,,1.0,2.0,,2.0,,2.0,2.0,,,10.0,,,100.0
13,"Pike, Martin",7,4,5,12,,1.0,,4.0,,4.0,,4.0,,1.0,,5.0,7.0,1.0,1.0,2.0,5.0,,61.0
6,"Power, Luke",15,5,7,22,1,1.0,,6.0,4.0,4.0,3.0,1.0,1.0,1.0,,10.0,12.0,,1.0,1.0,5.0,2.0,89.0
3,"Voss, Michael",11,3,11,22,,,,2.0,,3.0,7.0,2.0,,,,12.0,10.0,,,,,2.0,73.0
33,"White, Darryl",6,3,5,11,,,1.0,2.0,2.0,1.0,,,,,,3.0,7.0,,,4.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,62,127,307,18,16.0,33.0,46.0,35.0,54.0,39.0,37.0,14.0,12.0,,141.0,160.0,10.0,16.0,48.0,22.0,9.0,
Opposition,Opposition,176,67,118,294,12,10.0,48.0,43.0,33.0,51.0,37.0,37.0,12.0,14.0,,120.0,163.0,8.0,4.0,45.0,8.0,5.0,
