Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",19y 232d,32 (6-0-26 18.75%),6 (0.19),←,
4,"Bastinac, Ryan",25y 38d,139 (69-0-70 49.64%),72 (0.52),18 (2-0-16 11.11%),6 (0.33)
33,"Close, Michael",22y,16 (4-0-12 25.00%),12 (0.75),←,
26,"Cutler, Tom",21y 161d,30 (7-0-23 23.33%),10 (0.33),←,
24,"Dawson, Liam",20y 189d,15 (4-0-11 26.67%),4 (0.27),←,
6,"Green, Josh",23y 341d,80 (29-0-51 36.25%),107 (1.34),←,
40,"Hammelmann, Matthew",20y 144d,5 (1-0-4 20.00%),,←,
11,"Hanley, Pearce",27y 258d,125 (37-0-88 29.60%),56 (0.45),←,
30,"Hipwood, Eric",18y 321d,6 (1-0-5 16.67%),11 (1.83),←,
1,"Keays, Ben",19y 158d,12 (1-0-11 8.33%),3 (0.25),←,
35,"Lester, Ryan",23y 339d,76 (24-0-52 31.58%),30 (0.39),←,
36,"Mathieson, Rhys",19y 202d,7 (1-0-6 14.29%),3 (0.43),←,
32,"Mayes, Sam",22y 71d,70 (21-0-49 30.00%),26 (0.37),←,
21,"Merrett, Daniel",31y 231d,196 (78-3-115 40.56%),69 (0.35),←,
10,"Rich, Daniel",26y 53d,139 (46-1-92 33.45%),88 (0.63),←,
18,"Robertson, Nick",21y 57d,25 (3-0-22 12.00%),6 (0.24),←,
5,"Robinson, Mitch",27y 53d,138 (57-1-80 41.67%),69 (0.50),38 (6-0-32 15.79%),11 (0.29)
38,"Rockliff, Tom",26y 159d,130 (40-0-90 30.77%),65 (0.50),←,
44,"Smith, Archie",21y 11d,1 (0-0-1 0.00%),,←,
28,"Taylor, Lewis",21y 164d,59 (12-0-47 20.34%),45 (0.76),←,
14,"Walker, Josh",23y 261d,45 (21-1-23 47.78%),53 (1.18),12 (2-0-10 16.67%),18 (1.50)
15,"Zorko, Dayne",27y 172d,97 (31-0-66 31.96%),97 (1.00),←,
Totals,Totals,23y 81d,1443 (493-6-944 34.16%),832 (0.58),,
C,"Leppitsch, Justin",40y 303d,62 (13-0-49 20.97%),,←,
