Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",11,4,7,18,,,,1.0,4.0,2.0,1.0,1.0,,,,5.0,10.0,2.0,,7.0,,,82.0
8,"Austin, Matt",5,2,9,14,,1.0,,1.0,1.0,,1.0,2.0,,,,6.0,8.0,,,1.0,1.0,,80.0
18,"Banfield, Todd",7,4,3,10,2,,,3.0,,1.0,,4.0,,2.0,,4.0,8.0,1.0,2.0,3.0,,,80.0
20,"Black, Simon",14,4,22,36,2,1.0,,8.0,2.0,9.0,6.0,4.0,,2.0,1.0,10.0,27.0,,,2.0,,2.0,79.0
17,"Brennan, Jared",7,5,8,15,,,1.0,3.0,4.0,,2.0,2.0,1.0,,,8.0,7.0,1.0,,2.0,,,50.0
16,"Brown, Jonathan",5,3,8,13,1,,1.0,1.0,,2.0,1.0,2.0,1.0,,,8.0,5.0,,,2.0,,,99.0
39,"Drummond, Josh",5,1,2,7,1,,,1.0,2.0,2.0,,2.0,,2.0,,2.0,5.0,1.0,,3.0,1.0,1.0,52.0
5,"Fevola, Brendan",6,3,,6,3,,,2.0,,2.0,,2.0,1.0,1.0,,3.0,4.0,1.0,1.0,4.0,,1.0,100.0
42,"Hanley, Pearce",5,1,5,10,,,,1.0,3.0,,,3.0,,,,4.0,6.0,,,2.0,,,78.0
12,"Hawksley, James",6,5,10,16,,,,4.0,3.0,,,,1.0,,,7.0,9.0,,,5.0,,,95.0
4,"Johnstone, Travis",7,3,9,16,,,,3.0,3.0,,2.0,1.0,2.0,,,7.0,7.0,,,4.0,,,93.0
23,"Leuenberger, Matthew",2,2,13,15,,,19.0,,1.0,1.0,2.0,2.0,2.0,2.0,,6.0,8.0,,,5.0,,1.0,91.0
9,"McGrath, Ashley",16,5,7,23,1,2.0,,2.0,4.0,3.0,,3.0,1.0,2.0,,7.0,17.0,,2.0,,,1.0,90.0
31,"Polkinghorne, James",7,5,12,19,,,,2.0,1.0,6.0,1.0,1.0,1.0,1.0,,7.0,11.0,1.0,,3.0,,,85.0
6,"Power, Luke",12,2,11,23,,,,7.0,2.0,5.0,,5.0,1.0,3.0,,8.0,14.0,,,2.0,,2.0,88.0
30,"Redden, Jack",5,4,6,11,,,,3.0,,2.0,2.0,,1.0,,,5.0,6.0,,,2.0,,,78.0
10,"Rich, Daniel",10,3,11,21,1,,,5.0,1.0,5.0,4.0,,,,,10.0,11.0,1.0,1.0,,,2.0,78.0
35,"Rischitelli, Michael",14,2,14,28,1,,,2.0,3.0,5.0,4.0,2.0,,1.0,,7.0,21.0,,,2.0,1.0,,77.0
38,"Rockliff, Tom",9,3,8,17,1,,,2.0,3.0,3.0,1.0,4.0,,1.0,,6.0,12.0,,,1.0,,1.0,65.0
11,"Sherman, Justin",14,3,8,22,1,2.0,,1.0,2.0,4.0,2.0,1.0,2.0,,,6.0,16.0,1.0,,1.0,1.0,1.0,90.0
14,"Staker, Brent",11,4,6,17,,,,,4.0,,1.0,6.0,,3.0,,5.0,10.0,1.0,,9.0,,,100.0
32,"Stiller, Cheynee",10,8,6,16,1,,,2.0,1.0,4.0,,1.0,1.0,,,5.0,12.0,,3.0,,,2.0,72.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,76,185,373,15,10.0,21.0,54.0,44.0,56.0,30.0,48.0,15.0,20.0,1.0,136.0,234.0,10.0,9.0,60.0,4.0,14.0,
Opposition,Opposition,198,82,198,396,15,23.0,40.0,70.0,35.0,65.0,41.0,37.0,20.0,14.0,5.0,156.0,235.0,17.0,22.0,55.0,8.0,11.0,
