Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
23,"Bode, Matthew",19y 285d,9 (4-0-5 44.44%),4 (0.44),←,
5,"Bond, Shane",23y 275d,73 (42-1-30 58.22%),27 (0.37),39 (18-1-20 47.44%),7 (0.18)
26,"Burgoyne, Peter",21y 71d,28 (13-1-14 48.21%),25 (0.89),←,
7,"Chalmers, Brett",25y 352d,62 (26-1-35 42.74%),13 (0.21),12 (6-0-6 50.00%),5 (0.42)
37,"Dew, Stuart",19y 235d,19 (8-1-10 44.74%),16 (0.84),←,
19,"Dickie, Donald",26y 337d,44 (20-2-22 47.73%),17 (0.39),←,
11,"Eagleton, Nathan",20y 151d,43 (20-2-21 48.84%),35 (0.81),←,
17,"Fiegert, Nigel",23y 72d,17 (9-1-7 55.88%),6 (0.35),←,
8,"Francis, Fabian",25y 168d,48 (21-1-26 44.79%),22 (0.46),25 (14-1-10 58.00%),5 (0.20)
10,"Francou, Josh",24y 246d,47 (22-2-23 48.94%),32 (0.68),←,
31,"French, Barnaby",23y 136d,3 (3-0-0 100.00%),,←,
29,"Kingsley, Adam",23y 233d,37 (19-1-17 52.70%),13 (0.35),←,
20,"Lade, Brendon",22y 274d,47 (22-2-23 48.94%),37 (0.79),←,
9,"Lyle, Brayden",26y 35d,71 (35-2-34 50.70%),12 (0.17),45 (21-2-22 48.89%),7 (0.16)
33,"Mead, Darren",28y 12d,47 (22-2-23 48.94%),3 (0.06),←,
14,"Paxman, Stephen",28y 127d,145 (43-1-101 30.00%),20 (0.14),43 (21-1-21 50.00%),2 (0.05)
2,"Primus, Matthew",24y 88d,62 (21-2-39 35.48%),16 (0.26),42 (20-2-20 50.00%),11 (0.26)
6,"Schofield, Jarrad",24y 70d,66 (42-0-24 63.64%),43 (0.65),3 (3-0-0 100.00%),9 (3.00)
36,"Stevens, Nick",19y 97d,20 (10-1-9 52.50%),17 (0.85),←,
16,"Tredrea, Warren",20y 107d,21 (11-0-10 52.38%),40 (1.90),←,
1,"Wanganeen, Gavin",25y 296d,165 (93-5-67 57.88%),87 (0.53),38 (20-2-16 55.26%),24 (0.63)
15,"Wilson, Michael",22y 140d,46 (22-2-22 50.00%),21 (0.46),←,
Totals,Totals,23y 223d,1120 (528-30-562 47.14%),506 (0.45),,
C,"Williams, Mark",40y 232d,3 (3-0-0 100.00%),,←,
