North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Coleman-Jones, Callum",1,1,3,4,,,2.0,2.0,,,,2.0,2.0,1.0,,2.0,3.0,,,,,1.0,73.0
4,"Corr, Aidan",7,4,2,9,,,,1.0,3.0,,1.0,2.0,,,,2.0,7.0,,,3.0,,,89.0
9,"Davies-Uniacke, Luke",16,5,11,27,,,,9.0,2.0,5.0,5.0,2.0,3.0,1.0,,13.0,14.0,,,,,,79.0
22,"Goldstein, Todd",7,4,6,13,2,,12.0,,1.0,1.0,4.0,2.0,3.0,1.0,,9.0,3.0,2.0,2.0,2.0,,,73.0
18,"Greenwood, Hugh",10,3,9,19,,,,3.0,,3.0,4.0,1.0,2.0,,,9.0,9.0,,,1.0,,,72.0
43,"Hall, Aaron",26,11,5,31,,,,1.0,8.0,6.0,1.0,3.0,,,,6.0,20.0,1.0,,1.0,2.0,,90.0
6,"Horne-Francis, Jason",9,3,4,13,1,1.0,,3.0,,4.0,4.0,1.0,1.0,1.0,,6.0,7.0,,1.0,1.0,1.0,,80.0
20,"Larkey, Nick",6,3,4,10,2,1.0,,,,2.0,,3.0,1.0,1.0,,3.0,6.0,,1.0,2.0,,1.0,95.0
35 ↑,"Lazzaro, Charlie",5,4,6,11,,1.0,,,,4.0,,4.0,,1.0,,3.0,8.0,,,,,,58.0
1,"Mahony, Jack",7,2,5,12,1,,,4.0,1.0,3.0,3.0,4.0,1.0,2.0,,4.0,7.0,1.0,,2.0,,,72.0
11,"McDonald, Luke",24,12,3,27,,1.0,,,7.0,4.0,,2.0,,2.0,2.0,7.0,14.0,4.0,,6.0,,,93.0
23 ↓,"McKay, Ben",,,,,,,,,,,,,,,,,,,,1.0,,,22.0
24,"Powell, Tom",12,8,9,21,,,,2.0,1.0,2.0,,3.0,,,,8.0,13.0,,,,,,83.0
8,"Scott, Bailey",8,4,8,16,,,,2.0,2.0,1.0,,2.0,1.0,1.0,,2.0,14.0,,,2.0,,,93.0
12,"Simpkin, Jy",19,4,10,29,2,,,5.0,,5.0,4.0,6.0,1.0,2.0,,13.0,17.0,,1.0,,,,91.0
2,"Stephenson, Jaidyn",6,4,5,11,,,,4.0,2.0,2.0,1.0,5.0,,1.0,,2.0,10.0,,1.0,2.0,,,83.0
5,"Taylor, Curtis",10,6,6,16,,1.0,,3.0,1.0,3.0,1.0,1.0,1.0,1.0,,7.0,10.0,,1.0,3.0,,1.0,82.0
26,"Thomas, Tarryn",8,4,3,11,,,,2.0,1.0,1.0,3.0,3.0,2.0,1.0,,6.0,4.0,1.0,,1.0,3.0,,73.0
28,"Turner, Kayne",6,5,4,10,,,,2.0,2.0,1.0,,5.0,2.0,3.0,,4.0,7.0,,,2.0,,,83.0
38,"Xerri, Tristan",5,3,5,10,,1.0,18.0,3.0,,1.0,2.0,4.0,2.0,2.0,,8.0,2.0,2.0,1.0,2.0,,1.0,83.0
17,"Young, Lachie",7,4,6,13,,1.0,,2.0,2.0,,,2.0,,1.0,,3.0,10.0,1.0,,2.0,,,75.0
7,"Ziebell, Jack",14,6,6,20,,,,,4.0,2.0,1.0,1.0,2.0,,,8.0,9.0,1.0,,6.0,,,79.0
44,"Zurhaar, Cameron",4,1,4,8,,1.0,,2.0,,3.0,,4.0,1.0,3.0,,5.0,4.0,,,7.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,101,124,341,8,10.0,32.0,50.0,37.0,53.0,34.0,62.0,25.0,25.0,2.0,130.0,198.0,13.0,8.0,46.0,6.0,4.0,
Opposition,Opposition,213,96,154,367,11,12.0,35.0,62.0,44.0,49.0,27.0,65.0,25.0,25.0,4.0,132.0,231.0,17.0,14.0,42.0,6.0,8.0,
