Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
18,"Cameron, Leon",22y 239d,90 (49-1-40 55.00%),42 (0.47),←,
16,"Croft, Matthew",22y 62d,29 (17-0-12 58.62%),17 (0.59),←,
3,"Grant, Chris",22y 137d,105 (59-1-45 56.67%),235 (2.24),←,
1,"Grgic, Ilija",23y 55d,37 (23-0-14 62.16%),50 (1.35),←,
37,"Hargraves, Daniel",19y 95d,6 (4-0-2 66.67%),7 (1.17),←,
6,"Johnson, Brad",18y 285d,14 (9-0-5 64.29%),7 (0.50),←,
4,"Kellett, Nigel",25y 132d,64 (34-0-30 53.13%),25 (0.39),←,
2,"Kolyniuk, Steven",24y 298d,96 (50-1-45 52.60%),116 (1.21),←,
12,"Koster, Kym",22y 87d,25 (14-0-11 56.00%),10 (0.40),←,
35,"Kretiuk, Steven",22y 299d,44 (28-0-16 63.64%),9 (0.20),←,
36,"Lane, Tyson",18y 247d,5 (4-0-1 80.00%),7 (1.40),←,
39,"Liberatore, Tony",29y 77d,133 (76-1-56 57.52%),68 (0.51),←,
44,"Osborne, Richard",30y 317d,226 (96-0-130 42.48%),494 (2.19),23 (15-0-8 65.22%),44 (1.91)
22,"Quill, Peter",25y 249d,31 (19-0-12 61.29%),11 (0.35),←,
11,"Romero, Jose",23y 271d,94 (53-0-41 56.38%),102 (1.09),5 (4-0-1 80.00%),4 (0.80)
5,"Smith, Rohan",21y 333d,35 (23-0-12 65.71%),23 (0.66),←,
8,"Southern, Daniel",20y 118d,26 (14-0-12 53.85%),4 (0.15),←,
17,"Standfield, Barry",25y 75d,79 (46-0-33 58.23%),33 (0.42),←,
24,"Wallis, Stephen",30y 184d,233 (126-2-105 54.51%),55 (0.24),←,
25,"Watts, Jason",23y 274d,26 (15-0-11 57.69%),3 (0.12),←,
7,"West, Scott",20y 166d,45 (26-0-19 57.78%),30 (0.67),←,
Totals,Totals,23y 190d,1443 (785-6-652 54.40%),1348 (0.93),,
C,"Joyce, Alan",52y 190d,120 (83-0-37 69.17%),,27 (16-0-11 59.26%),
