Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
10,"Betheras, Rupert",26y 148d,56 (20-0-36 35.71%),16 (0.29),←,
5,"Buckley, Nathan",29y 268d,187 (69-2-116 37.43%),191 (1.02),167 (65-2-100 39.52%),170 (1.02)
17,"Burns, Scott",27y 118d,117 (44-1-72 38.03%),50 (0.43),←,
8,"Clement, James",25y 228d,108 (38-0-70 35.19%),46 (0.43),24 (12-0-12 50.00%),8 (0.33)
34,"Cloke, Jason",19y 349d,3 (2-0-1 66.67%),1 (0.33),←,
1,"Davis, Leon",20y 307d,37 (15-0-22 40.54%),34 (0.92),←,
19,"Davis, Nick",22y 21d,55 (20-0-35 36.36%),58 (1.05),←,
4,"Didak, Alan",19y 64d,6 (3-0-3 50.00%),4 (0.67),←,
25,"Fraser, Josh",20y 105d,46 (20-0-26 43.48%),28 (0.61),←,
9,"Freeborn, Glenn",29y 73d,116 (60-0-56 51.72%),60 (0.52),61 (22-0-39 36.07%),33 (0.54)
6,"Holland, Brodie",22y 107d,61 (21-0-40 34.43%),76 (1.25),25 (13-0-12 52.00%),39 (1.56)
18,"Licuria, Paul",24y 106d,71 (24-0-47 33.80%),16 (0.23),61 (22-0-39 36.07%),14 (0.23)
24,"Lockyer, Tarkyn",22y 172d,60 (23-0-37 38.33%),29 (0.48),←,
37,"Lonie, Ryan",19y 47d,24 (12-0-12 50.00%),11 (0.46),←,
27,"McGough, Mark",17y 302d,1 (1-0-0 100.00%),2 (2.00),←,
12,"McKee, Steven",23y 304d,42 (21-0-21 50.00%),6 (0.14),22 (11-0-11 50.00%),5 (0.23)
35,"Prestigiacomo, Simon",24y 79d,94 (33-0-61 35.11%),2 (0.02),←,
23,"Rocca, Anthony",24y 248d,122 (48-0-74 39.34%),176 (1.44),100 (37-0-63 37.00%),165 (1.65)
29,"Scotland, Heath",21y 273d,28 (7-0-21 25.00%),3 (0.11),←,
15,"Steinfort, Carl",25y 19d,85 (43-0-42 50.59%),23 (0.27),20 (10-0-10 50.00%),4 (0.20)
20,"Tarrant, Chris",21y 214d,68 (26-0-42 38.24%),107 (1.57),←,
14,"Wakelin, Shane",27y 251d,119 (54-2-63 46.22%),19 (0.16),25 (13-0-12 52.00%),
Totals,Totals,23y 156d,1506 (604-5-897 40.11%),958 (0.64),,
C,"Malthouse, Mick",48y 246d,426 (243-4-179 57.51%),,48 (20-0-28 41.67%),
