Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
23,"Clarkson, Alastair",28y 90d,110 (47-2-61 43.64%),73 (0.66),17 (5-0-12 29.41%),12 (0.71)
33,"Farmer, Jeff",19y 32d,21 (4-0-17 19.05%),27 (1.29),←,
20,"Febey, Matthew",26y 342d,87 (40-0-47 45.98%),24 (0.28),←,
32,"Gaspar, Damien",21y 120d,14 (4-0-10 28.57%),,←,
22,"Hilton, Jeff",24y 60d,49 (24-0-25 48.98%),29 (0.59),43 (20-0-23 46.51%),23 (0.53)
15,"Hopgood, Paul",23y 5d,57 (28-0-29 49.12%),5 (0.09),←,
27,"Ingerson, Anthony",26y 287d,52 (20-0-32 38.46%),29 (0.56),15 (4-0-11 26.67%),4 (0.27)
34,"Irving, Dean",29y 329d,59 (36-1-22 61.86%),12 (0.20),16 (4-0-12 25.00%),3 (0.19)
7,"Kowal, Darren",24y 38d,69 (33-0-36 47.83%),29 (0.42),←,
36,"Leoncelli, Andrew",22y 9d,2 (0-0-2 0.00%),1 (0.50),←,
17,"Lovett, Brett",30y 67d,213 (116-1-96 54.69%),40 (0.19),←,
6,"Lovett, Glenn",27y 3d,107 (49-0-58 45.79%),68 (0.64),←,
9,"Neitz, David",21y 186d,83 (37-0-46 44.58%),88 (1.06),←,
18,"Nettelbeck, Craig",24y 61d,60 (15-2-43 26.67%),37 (0.62),15 (5-0-10 33.33%),10 (0.67)
38,"OBrien, Darren",27y 126d,9 (2-0-7 22.22%),5 (0.56),←,
4,"Obst, Andrew",31y 342d,126 (65-0-61 51.59%),56 (0.44),←,
29,"Smith, Shaun",27y 34d,84 (41-1-42 49.40%),109 (1.30),37 (14-0-23 37.84%),71 (1.92)
11,"Stynes, Jim",30y 94d,217 (116-1-100 53.69%),124 (0.57),←,
2,"Tingay, Stephen",25y 348d,133 (70-0-63 52.63%),65 (0.49),←,
8,"Turley, Craig",30y 337d,130 (79-2-49 61.54%),99 (0.76),15 (5-0-10 33.33%),8 (0.53)
12,"Viney, Todd",30y 118d,168 (86-1-81 51.49%),62 (0.37),←,
Totals,Totals,26y 109d,1850 (912-11-927 49.30%),982 (0.53),,
C,"Balme, Neil",44y 193d,84 (38-0-46 45.24%),,←,
