Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",13,1,9,22,,,,1.0,,,,,,4.0,,,,,,,,,
18,"Cameron, Leon",15,1,8,23,1,2.0,,,,,,,,1.0,,,,,,,,,
31,"Darcy, Anthony",8,,4,12,,,,,,,,,,,,,,,,,,,
26,"Del-Re, Danny",7,4,3,10,1,,,,,,,,,,,,,,,,,,
47,"Ellen, Shane",3,,1,4,,,,,,,,,2.0,,,,,,,,,,
29,"Grant, Chris",12,4,4,16,3,,1.0,,,,,,4.0,2.0,,,,,,,,,
7,"Hawkins, Doug",10,5,7,17,,1.0,,1.0,,,,,1.0,,,,,,,,,,
10,"Hunter, Mark",19,3,3,22,,,,2.0,,,,,2.0,3.0,,,,,,,,,
4,"Kellett, Nigel",9,5,5,14,,,,1.0,,,,,1.0,2.0,,,,,,,,,
21,"Kolyniuk, Steven",2,1,2,4,1,,,,,,,,1.0,,,,,,,,,,
39,"Liberatore, Tony",13,3,12,25,1,,,2.0,,,,,,1.0,,,,,,,,,
27,"Macpherson, Stephen",9,3,2,11,,,,3.0,,,,,2.0,2.0,,,,,,,,,
25,"Mansfield, Matthew",6,2,1,7,,,,1.0,,,,,,1.0,,,,,,,,,
22,"Quill, Peter",12,3,5,17,,,,2.0,,,,,,1.0,,,,,,,,,
2,"Reynolds, Keenan",6,2,,6,2,,,,,,,,1.0,,,,,,,,,,
34,"Sexton, Ben",10,3,1,11,2,,,,,,,,2.0,,,,,,,,,,
17,"Standfield, Barry",11,7,2,13,1,,,,,,,,2.0,2.0,,,,,,,,,
8,"Toohey, Bernard",10,4,5,15,,,,1.0,,,,,3.0,2.0,,,,,,,,,
14,"West, Scott",5,1,10,15,1,1.0,,,,,,,2.0,2.0,,,,,,,,,
15,"Wynd, Scott",6,5,10,16,,,21.0,,,,,,3.0,2.0,1.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,57,94,280,13,6.0,22.0,14.0,,,,,26.0,25.0,1.0,,,,,,,,
Opposition,Opposition,248,76,98,346,19,11.0,17.0,33.0,,,,,25.0,26.0,5.0,,,,,,,,
