Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",10,,18,28,,3.0,,1.0,,,,,1.0,1.0,,,,,,,,,
35,"Baxter, Darren",18,7,10,28,,,,,,,,,2.0,,,,,,,,,,
18,"Cameron, Leon",13,4,2,15,1,3.0,,,,,,,,2.0,,,,,,,,,
1,"Charles, Justin",8,8,10,18,1,,3.0,1.0,,,,,1.0,2.0,,,,,,,,,
20,"Coleman, Glenn",9,5,4,13,,,1.0,,,,,,,2.0,,,,,,,,,
11,"Corcoran, Shannon",5,3,5,10,,,,2.0,,,,,1.0,,,,,,,,,,
37,"Croft, Matthew",5,4,5,10,,,,,,,,,,,,,,,,,,,
12,"Eppelstun, Greg",18,5,6,24,,1.0,,1.0,,,,,1.0,,,,,,,,,,
32,"Foster, Peter",12,9,8,20,,,,,,,,,2.0,2.0,3.0,,,,,,,,
29,"Grant, Chris",9,7,8,17,2,,,,,,,,2.0,2.0,,,,,,,,,
7,"Hawkins, Doug",14,7,5,19,1,,,1.0,,,,,2.0,1.0,,,,,,,,,
10,"Hunter, Mark",14,2,7,21,,,,2.0,,,,,3.0,1.0,,,,,,,,,
4,"Kellett, Nigel",1,1,,1,,,,1.0,,,,,,,,,,,,,,,
8,"Kennedy, Rick",6,3,4,10,,,,1.0,,,,,1.0,1.0,,,,,,,,,
39,"Liberatore, Tony",19,3,17,36,,,,3.0,,,,,4.0,3.0,,,,,,,,,
27,"Macpherson, Stephen",24,6,16,40,,,,,,,,,2.0,1.0,1.0,,,,,,,,
25,"Mansfield, Matthew",13,8,6,19,,,,2.0,,,,,,,,,,,,,,,
17,"Standfield, Barry",15,5,7,22,,,,1.0,,,,,3.0,,,,,,,,,,
58,"Stanley, Darren",4,4,5,9,,1.0,,,,,,,2.0,2.0,,,,,,,,,
15,"Wynd, Scott",3,4,9,12,1,,4.0,3.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,95,152,372,6,9.0,8.0,19.0,,,,,28.0,20.0,4.0,,,,,,,,
Opposition,Opposition,223,87,99,322,8,8.0,19.0,21.0,,,,,20.0,28.0,2.0,,,,,,,,
