Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Aleer, Leek",4,5,8,12,,,,3.0,,,,6.0,3.0,5.0,,6.0,6.0,1.0,,4.0,,,89.0
9,"Angwin, Ryan",4,3,3,7,,,,3.0,,2.0,1.0,1.0,,,,1.0,6.0,,,,,1.0,77.0
7,"Ash, Lachie",25,12,11,36,,,,2.0,9.0,3.0,1.0,5.0,,2.0,,3.0,27.0,,,2.0,1.0,,96.0
14,"Bedford, Toby",7,3,2,9,1,,,2.0,,3.0,1.0,2.0,,1.0,,2.0,5.0,,1.0,1.0,,,85.0
32,"Briggs, Kieren",4,1,4,8,,,32.0,2.0,,3.0,3.0,4.0,1.0,4.0,,5.0,4.0,,,2.0,,,65.0
46,"Brown, Callum",4,2,4,8,,,,2.0,,,,1.0,4.0,,,4.0,5.0,1.0,,1.0,,1.0,76.0
5,"Cadman, Aaron",7,4,1,8,2,1.0,,1.0,,1.0,,,1.0,,,2.0,6.0,1.0,2.0,,,,86.0
17,"Callaghan, Finn",17,6,6,23,,,,2.0,6.0,8.0,2.0,3.0,,,,5.0,18.0,,,1.0,,,82.0
3,"Coniglio, Stephen",9,2,6,15,,,,3.0,2.0,1.0,7.0,3.0,1.0,,,6.0,7.0,,,,,,74.0
37,"Fonti, Joe",7,4,3,10,,,,4.0,2.0,1.0,,4.0,,1.0,,2.0,7.0,,,2.0,,,79.0
12,"Green, Tom",10,1,15,25,,,,3.0,1.0,4.0,3.0,5.0,1.0,3.0,,11.0,14.0,,,,,,84.0
27,"Himmelberg, Harry",17,11,1,18,,1.0,,2.0,3.0,3.0,,4.0,2.0,2.0,,3.0,12.0,1.0,,3.0,3.0,1.0,82.0
23,"Hogan, Jesse",1,,2,3,,,,,,,,1.0,1.0,1.0,,2.0,1.0,,,,,,77.0
39,"Idun, Connor",14,10,9,23,,,,1.0,4.0,,,3.0,1.0,1.0,,4.0,19.0,,,5.0,1.0,,91.0
2,"Jones, Darcy",4,2,4,8,,,,3.0,1.0,1.0,1.0,2.0,,1.0,,6.0,4.0,1.0,,3.0,,1.0,88.0
31 ↓,"McMullin, Toby",3,1,4,7,,1.0,,1.0,2.0,,1.0,5.0,1.0,1.0,,4.0,3.0,,,,,,30.0
33,"OHalloran, Xavier",9,5,4,13,,,,,1.0,3.0,1.0,3.0,1.0,2.0,,5.0,10.0,,,2.0,,,83.0
26,"Riccardi, Jake",6,1,3,9,2,1.0,8.0,3.0,,1.0,1.0,3.0,1.0,2.0,,3.0,6.0,,,,,,79.0
24 ↑,"Rowston, Harry",3,3,2,5,,,,1.0,1.0,1.0,,3.0,,2.0,,,5.0,,,1.0,,1.0,45.0
20,"Stringer, Jake",5,4,3,8,1,1.0,,1.0,,,1.0,1.0,,,,1.0,7.0,,3.0,,,,81.0
15,"Taylor, Sam",4,4,6,10,,,,1.0,,,,3.0,,2.0,,4.0,6.0,,,5.0,,,83.0
1,"Thomas, Harvey",7,5,4,11,,,,3.0,1.0,,1.0,,1.0,,,2.0,9.0,,,,,,88.0
6,"Whitfield, Lachie",23,13,6,29,,,,1.0,5.0,1.0,,3.0,,2.0,,5.0,17.0,,,4.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,102,111,305,6,8.0,40.0,44.0,38.0,36.0,24.0,65.0,19.0,32.0,,86.0,204.0,5.0,6.0,36.0,5.0,5.0,
Opposition,Opposition,214,99,133,347,19,18.0,26.0,34.0,28.0,58.0,41.0,44.0,32.0,19.0,6.0,137.0,208.0,17.0,20.0,42.0,12.0,13.0,
