Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",24y 220d,110 (54-2-54 50.00%),64 (0.58),←,
38,"Barrow, Gary",23y 194d,3 (3-0-0 100.00%),1 (0.33),←,
18,"Cameron, Leon",20y 332d,58 (30-1-27 52.59%),25 (0.43),←,
11,"Corcoran, Shannon",22y 159d,19 (12-0-7 63.16%),2 (0.11),←,
31,"Darcy, Anthony",21y 131d,10 (3-0-7 30.00%),1 (0.10),9 (3-0-6 33.33%),1 (0.11)
26,"Del-Re, Danny",25y 169d,58 (33-1-24 57.76%),138 (2.38),←,
29,"Grant, Chris",20y 230d,73 (40-1-32 55.48%),144 (1.97),←,
28,"Grgic, Ilija",21y 148d,6 (4-0-2 66.67%),10 (1.67),←,
7,"Hawkins, Doug",33y 87d,305 (130-4-171 43.28%),207 (0.68),←,
4,"Kellett, Nigel",23y 225d,53 (28-0-25 52.83%),21 (0.40),←,
39,"Liberatore, Tony",27y 170d,101 (57-1-43 56.93%),57 (0.56),←,
43,"Nicholson, Brad",19y 57d,2 (1-0-1 50.00%),1 (0.50),←,
22,"Quill, Peter",23y 342d,10 (5-0-5 50.00%),5 (0.50),←,
33,"Royal, Brian",31y 231d,198 (106-2-90 54.04%),299 (1.51),←,
34,"Sexton, Ben",20y 275d,18 (9-1-8 52.78%),14 (0.78),←,
17,"Standfield, Barry",23y 168d,49 (28-0-21 57.14%),20 (0.41),←,
42,"Thorpe, Alan",24y 286d,4 (2-1-1 62.50%),5 (1.25),1 (1-0-0 100.00%),
8,"Toohey, Bernard",30y 163d,260 (134-1-125 51.73%),115 (0.44),37 (24-0-13 64.86%),4 (0.11)
14,"West, Scott",18y 259d,14 (7-0-7 50.00%),17 (1.21),←,
15,"Wynd, Scott",23y 187d,95 (48-1-46 51.05%),13 (0.14),←,
Totals,Totals,24y 19d,1446 (734-16-696 50.76%),1159 (0.80),,
C,"Wheeler, Terry",38y 140d,86 (47-1-38 55.23%),,←,
