Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bizzell, Clint",7,3,3,10,,,,3.0,3.0,,,,1.0,,,1.0,8.0,,,3.0,1.0,,88.0
20,"Broadbridge, Troy",5,2,4,9,,,,2.0,4.0,1.0,1.0,2.0,1.0,1.0,,6.0,4.0,,,2.0,,1.0,100.0
25,"Brown, Nathan",13,5,8,21,1,1.0,,,3.0,2.0,,,1.0,,3.0,4.0,19.0,,1.0,2.0,4.0,1.0,100.0
32,"Bruce, Cameron",13,8,20,33,,,,1.0,2.0,7.0,9.0,1.0,,,1.0,20.0,13.0,1.0,1.0,2.0,,,100.0
18,"Green, Brad",13,7,5,18,,,,3.0,3.0,5.0,,,,,,4.0,13.0,,,1.0,,,100.0
1,"Heffernan, Chris",8,2,6,14,,,2.0,4.0,,3.0,6.0,3.0,1.0,1.0,,9.0,4.0,,,3.0,,,78.0
4,"Holland, Ben",11,5,6,17,3,1.0,11.0,2.0,,3.0,2.0,5.0,1.0,3.0,,13.0,3.0,4.0,2.0,4.0,,,100.0
16,"Johnstone, Travis",14,4,7,21,1,,,2.0,4.0,4.0,2.0,3.0,,1.0,,6.0,15.0,,1.0,2.0,2.0,1.0,66.0
11,"Jolly, Darren",7,6,1,8,,,4.0,1.0,,4.0,1.0,,1.0,,,2.0,6.0,,,,,,28.0
5,"McLean, Brock",5,1,,5,,,,3.0,,2.0,1.0,1.0,,1.0,,1.0,4.0,,,,,2.0,54.0
7,"Miller, Brad",11,7,2,13,4,,,2.0,,1.0,1.0,,,,2.0,2.0,11.0,,3.0,1.0,,,100.0
9,"Neitz, David",9,6,1,10,6,1.0,,2.0,,1.0,,2.0,2.0,,,6.0,6.0,1.0,6.0,1.0,,1.0,100.0
8,"Nicholson, Alistair",1,1,4,5,,,,1.0,,,,1.0,,1.0,,2.0,3.0,,,5.0,,,100.0
28,"Read, Phillip",6,5,5,11,,,,1.0,2.0,4.0,2.0,1.0,,1.0,,5.0,7.0,,,1.0,2.0,1.0,56.0
43,"Rigoni, Guy",11,2,6,17,,,1.0,2.0,,5.0,3.0,5.0,,,,8.0,9.0,,,2.0,1.0,1.0,53.0
24,"Robertson, Russell",9,6,4,13,2,5.0,,1.0,,,1.0,3.0,1.0,,,4.0,10.0,,4.0,2.0,,1.0,88.0
19,"Vardy, Peter",2,2,2,4,,1.0,,,,,,,,,,1.0,3.0,,,1.0,,1.0,45.0
42,"Walsh, Peter",9,1,5,14,1,,,4.0,4.0,4.0,1.0,1.0,,,,7.0,6.0,,,2.0,2.0,1.0,81.0
31,"Wheatley, Paul",15,8,4,19,,,,1.0,4.0,3.0,1.0,3.0,,2.0,,7.0,11.0,1.0,,9.0,1.0,,100.0
45,"Whelan, Matthew",7,5,3,10,,,,2.0,3.0,,1.0,1.0,,,,5.0,4.0,1.0,,4.0,,,100.0
34,"White, Jeff",10,5,5,15,,1.0,19.0,1.0,3.0,6.0,,,,,,2.0,11.0,,1.0,2.0,1.0,3.0,72.0
13,"Yze, Adem",9,1,3,12,1,,,4.0,1.0,3.0,4.0,1.0,1.0,1.0,,8.0,4.0,,1.0,1.0,,,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,92,104,299,19,12.0,37.0,42.0,36.0,58.0,36.0,33.0,10.0,12.0,6.0,123.0,174.0,8.0,20.0,50.0,14.0,14.0,
Opposition,Opposition,168,78,101,269,10,10.0,32.0,55.0,40.0,46.0,29.0,42.0,12.0,10.0,,118.0,152.0,16.0,13.0,51.0,13.0,3.0,
