Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
25,"Crisp, Jack",29y 205d,206 (106-2-98 51.94%),64 (0.31),188 (99-2-87 53.19%),54 (0.29)
7,"Daicos, Josh",24y 150d,83 (45-1-37 54.82%),44 (0.53),←,
35,"Daicos, Nick",20y 112d,31 (22-0-9 70.97%),13 (0.42),←,
2,"de Goey, Jordan",27y 41d,142 (75-2-65 53.52%),180 (1.27),←,
5,"Elliott, Jamie",30y 247d,161 (95-2-64 59.63%),232 (1.44),←,
17,"Frampton, Billy",26y 156d,29 (14-0-15 48.28%),13 (0.45),5 (4-0-1 80.00%),1 (0.20)
33,"Ginnivan, Jack",20y 137d,30 (20-0-10 66.67%),49 (1.63),←,
23,"Hill, Bobby",23y 75d,47 (22-1-24 47.87%),44 (0.94),6 (5-0-1 83.33%),10 (1.67)
32,"Hoskin-Elliott, Will",29y 235d,187 (87-2-98 47.06%),160 (0.86),135 (75-2-58 56.30%),118 (0.87)
40,"Johnson, Ash",25y 201d,13 (9-0-4 69.23%),20 (1.54),←,
20,"Kelly, Will",22y 252d,4 (3-0-1 75.00%),1 (0.25),←,
15,"Kreuger, Nathan",23y 304d,8 (4-0-4 50.00%),4 (0.50),6 (3-0-3 50.00%),4 (0.67)
37,"Markov, Oleg",26y 352d,54 (24-0-30 44.44%),5 (0.09),3 (2-0-1 66.67%),
4,"Maynard, Brayden",26y 217d,167 (85-2-80 51.50%),17 (0.10),←,
31,"McCreery, Beau",22y 6d,41 (24-0-17 58.54%),32 (0.78),←,
41,"Mihocek, Brody",30y 80d,108 (63-1-44 58.80%),176 (1.63),←,
6,"Mitchell, Tom",29y 329d,177 (92-3-82 52.82%),80 (0.45),6 (5-0-1 83.33%),4 (0.67)
30,"Moore, Darcy",27y 90d,132 (65-2-65 50.00%),67 (0.51),←,
9,"Noble, John",26y 31d,75 (41-1-33 55.33%),4 (0.05),←,
10,"Pendlebury, Scott",35y 108d,364 (218-3-143 60.30%),188 (0.52),←,
3,"Quaynor, Isaac",23y 100d,65 (34-0-31 52.31%),3 (0.05),←,
21,"Ruscoe, Trey",21y 173d,18 (11-0-7 61.11%),7 (0.39),←,
22,"Sidebottom, Steele",32y 113d,295 (177-4-114 60.68%),188 (0.64),←,
Totals,Totals,26y 114d,2437 (1336-26-1075 54.82%),1591 (0.65),,
C,"McRae, Craig",49y 215d,31 (22-0-9 70.97%),,←,
