West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Braun, Michael",6,2,5,11,,1.0,,2.0,1.0,1.0,,,,,,7.0,3.0,,1.0,3.0,,1.0,73.0
17,"Chick, Daniel",3,,8,11,,,,3.0,3.0,,,2.0,,1.0,,5.0,6.0,,,5.0,,,90.0
9,"Cousins, Ben",18,4,9,27,1,,,1.0,2.0,4.0,4.0,2.0,1.0,,,10.0,19.0,,,4.0,1.0,,88.0
20,"Cox, Dean",14,8,12,26,2,,24.0,3.0,2.0,2.0,6.0,2.0,4.0,1.0,2.0,11.0,15.0,1.0,,4.0,2.0,,71.0
32,"Embley, Andrew",15,6,4,19,2,2.0,,1.0,1.0,8.0,1.0,3.0,,1.0,,2.0,18.0,,2.0,,3.0,1.0,84.0
7,"Fletcher, Chad",10,6,15,25,,,,,,3.0,5.0,4.0,,1.0,,8.0,16.0,2.0,1.0,3.0,,,54.0
23,"Glass, Darren",2,4,7,9,,,,1.0,2.0,,,2.0,,1.0,,5.0,4.0,1.0,,5.0,,,90.0
22,"Graham, Jaymie",3,1,5,8,,,1.0,,3.0,,1.0,,,,,2.0,5.0,,,,,,86.0
29,"Hansen, Ashley",7,7,2,9,,2.0,,1.0,,2.0,,2.0,,,,2.0,7.0,1.0,2.0,4.0,,,75.0
39,"Hunter, Adam",11,8,11,22,,,,2.0,4.0,2.0,,2.0,,2.0,,8.0,14.0,3.0,,1.0,,,93.0
18,"Jones, Rowan",9,3,14,23,,1.0,,6.0,1.0,2.0,1.0,3.0,1.0,1.0,,11.0,13.0,,,,,,81.0
3,"Judd, Chris",17,3,6,23,,2.0,,4.0,3.0,8.0,5.0,3.0,1.0,1.0,,11.0,13.0,,,3.0,7.0,1.0,87.0
4,"Kerr, Daniel",14,4,16,30,1,1.0,,3.0,,3.0,3.0,7.0,,1.0,3.0,16.0,16.0,,1.0,4.0,,1.0,84.0
21,"Lynch, Quinten",3,2,4,7,1,1.0,1.0,1.0,,1.0,,1.0,,1.0,,5.0,1.0,1.0,2.0,,,,93.0
31,"Nicoski, Mark",11,3,6,17,,1.0,,1.0,4.0,4.0,2.0,4.0,,1.0,,5.0,14.0,,,3.0,3.0,,90.0
28,"Sampi, Ashley",4,1,4,8,1,2.0,,2.0,,1.0,,2.0,1.0,1.0,,6.0,2.0,,,,,1.0,75.0
14,"Seaby, Mark",1,,1,2,,,15.0,2.0,,,,,1.0,,,2.0,,,,,,,67.0
37,"Selwood, Adam",6,4,10,16,1,,,5.0,,1.0,3.0,6.0,,3.0,,5.0,11.0,,1.0,3.0,,1.0,88.0
41,"Staker, Brent",7,7,6,13,1,1.0,,4.0,,4.0,,1.0,1.0,1.0,,7.0,6.0,4.0,1.0,2.0,,,86.0
5,"Stenglein, Tyson",10,6,6,16,1,,,4.0,1.0,,,,,,,5.0,11.0,1.0,1.0,2.0,3.0,1.0,97.0
8,"Waters, Beau",8,4,4,12,,1.0,,2.0,2.0,2.0,3.0,2.0,1.0,,,6.0,6.0,1.0,1.0,3.0,1.0,,55.0
44,"Wirrpanda, David",20,3,6,26,,,,3.0,12.0,2.0,,2.0,1.0,1.0,,7.0,18.0,1.0,,1.0,1.0,1.0,93.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,86,161,360,11,18.0,41.0,51.0,41.0,50.0,34.0,50.0,12.0,18.0,5.0,146.0,218.0,16.0,13.0,50.0,21.0,8.0,
Opposition,Opposition,201,108,106,307,9,12.0,22.0,66.0,39.0,48.0,32.0,25.0,19.0,12.0,1.0,103.0,200.0,6.0,10.0,45.0,21.0,3.0,
