Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fitzroy Games (W-D-L W%),Fitzroy Goals (Ave.)
14,"Armstrong, Matt",27y 25d,111 (47-0-64 42.34%),60 (0.54),←,
19,"Bain, David",27y 328d,87 (17-1-69 20.11%),44 (0.51),1 (0-0-1 0.00%),
32,"Baldwin, Jason",24y 139d,73 (31-0-42 42.47%),14 (0.19),←,
34,"Boyd, Brad",22y 228d,15 (8-0-7 53.33%),4 (0.27),←,
20,"Cummings, Trent",20y 88d,1 (0-0-1 0.00%),,←,
18,"Dunstan, Michael",23y 14d,21 (10-0-11 47.62%),21 (1.00),←,
17,"Hawking, Simon",21y 21d,8 (5-0-3 62.50%),,←,
10,"Hogg, Jeff",27y 162d,145 (41-0-104 28.28%),307 (2.12),1 (0-0-1 0.00%),1 (1.00)
26,"Johnston, David",24y 350d,60 (27-0-33 45.00%),7 (0.12),19 (6-0-13 31.58%),1 (0.05)
13,"Kavanagh, Tom",23y 339d,5 (4-0-1 80.00%),1 (0.20),3 (2-0-1 66.67%),
29,"Lyon, Ross",27y 138d,110 (37-0-73 33.64%),101 (0.92),←,
30,"Manson, James",27y 144d,138 (77-3-58 56.88%),114 (0.83),18 (7-0-11 38.89%),8 (0.44)
25,"McCarthy, John",26y 361d,112 (47-1-64 42.41%),142 (1.27),20 (9-0-11 45.00%),41 (2.05)
11,"McGregor, Anthony",21y 264d,9 (5-0-4 55.56%),4 (0.44),←,
1,"Roos, Paul",30y 272d,248 (105-0-143 42.34%),256 (1.03),←,
9,"Sartori, Peter",29y 153d,69 (38-0-31 55.07%),135 (1.96),15 (8-0-7 53.33%),16 (1.07)
21,"Sporn, Kieran",27y 210d,73 (43-1-29 59.59%),66 (0.90),1 (0-0-1 0.00%),1 (1.00)
22,"Stretch, Steven",30y 80d,165 (90-1-74 54.85%),71 (0.43),1 (0-0-1 0.00%),
12,"Wheildon, Darren",23y 135d,56 (22-0-34 39.29%),135 (2.41),←,
8,"Wynd, Jim",29y 135d,116 (45-0-71 38.79%),53 (0.46),←,
16,"Zanotti, Mark",29y 138d,120 (37-0-83 30.83%),16 (0.13),20 (9-0-11 45.00%),5 (0.25)
Totals,Totals,26y 3d,1742 (736-7-999 42.25%),1551 (0.89),,
C,"Shaw, Robert",39y 79d,65 (23-0-42 35.38%),,←,
