Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",10,1,7,17,,,,3.0,,,,,1.0,1.0,,,,,,,,,
32,"Baldwin, Jason",13,6,9,22,,1.0,,1.0,,,,,,1.0,,,,,,,,,
5,"Barker, John",16,7,10,26,1,2.0,,4.0,,,,,3.0,,,,,,,,,,
14,"Bizzotto, Frank",5,2,5,10,,,,1.0,,,,,,,,,,,,,,,
1,"Boyd, Brad",1,,,1,,,,,,,,,,,,,,,,,,,
27,"Chandler, Brett",9,6,12,21,,,,6.0,,,,,1.0,1.0,,,,,,,,,
31,"Dent, Matthew",9,3,6,15,,,,2.0,,,,,1.0,3.0,,,,,,,,,
28,"Doyle, Peter",10,3,11,21,,,,2.0,,,,,1.0,3.0,,,,,,,,,
6,"Guard, Jeremy",1,1,8,9,,,,2.0,,,,,,1.0,,,,,,,,,
17,"Hawking, Simon",12,6,4,16,1,1.0,1.0,1.0,,,,,2.0,2.0,,,,,,,,,
3,"Hawkins, Doug",3,2,4,7,2,,,,,,,,1.0,2.0,,,,,,,,,
2,"Johnson, Chris",8,2,8,16,,,,3.0,,,,,1.0,1.0,,,,,,,,,
36,"Lamb, Wayne",7,,5,12,,,,1.0,,,,,1.0,,,,,,,,,,
30,"Manson, James",6,2,9,15,,2.0,5.0,2.0,,,,,4.0,2.0,,,,,,,,,
42,"Mellington, Anthony",10,4,3,13,,,1.0,4.0,,,,,2.0,,,,,,,,,,
7,"Molloy, Jarrod",7,1,2,9,2,,,1.0,,,,,1.0,1.0,,,,,,,,,
4,"Paxman, Stephen",9,7,8,17,,,,3.0,,,,,1.0,1.0,,,,,,,,,
29,"Payne, Darren",3,,,3,,,,,,,,,,1.0,,,,,,,,,
8,"Pike, Martin",13,4,4,17,,1.0,,2.0,,,,,1.0,3.0,,,,,,,,,
39,"Warry, Marty",6,2,4,10,,,,1.0,,,,,1.0,2.0,,,,,,,,,
16,"Zanotti, Mark",16,3,2,18,,,,,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,174,62,121,295,6,8.0,7.0,39.0,,,,,23.0,26.0,,,,,,,,,
Opposition,Opposition,221,90,152,373,27,8.0,16.0,31.0,,,,,26.0,23.0,6.0,,,,,,,,
