Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
14,"Bartlett, Allan",23y 312d,1 (0-0-1 0.00%),,←,
30,"Fielke, Grantley",29y 13d,18 (5-0-13 27.78%),15 (0.83),2 (1-0-1 50.00%),
3,"Hart, Darel",27y 87d,2 (1-0-1 50.00%),2 (1.00),←,
8,"Hocking, Eddie",21y 84d,2 (1-0-1 50.00%),,←,
17,"Hodges, Scott",22y 339d,1 (0-0-1 0.00%),3 (3.00),←,
2,"Jarman, Andrew",25y 76d,2 (1-0-1 50.00%),2 (1.00),←,
20,"Klug, John",25y 184d,2 (1-0-1 50.00%),6 (3.00),←,
13,"Lee, Scott",27y 299d,2 (1-0-1 50.00%),,←,
32,"Lindsay, Bruce",29y 252d,2 (1-0-1 50.00%),,←,
16,"Marshall, David",30y 274d,2 (1-0-1 50.00%),3 (1.50),←,
18,"Maynard, Rodney",24y 191d,2 (1-0-1 50.00%),3 (1.50),←,
10,"McDermott, Chris",27y 147d,2 (1-0-1 50.00%),2 (1.00),←,
11,"McGuinness, Tony",26y 329d,111 (51-2-58 46.85%),112 (1.01),2 (1-0-1 50.00%),4 (2.00)
22,"Murphy, Michael",25y 204d,4 (0-0-4 0.00%),,1 (0-0-1 0.00%),
1,"Negri, Romano",26y 182d,2 (1-0-1 50.00%),,←,
7,"Smart, Nigel",21y 314d,2 (1-0-1 50.00%),,←,
28,"Smith, Darren",26y 50d,2 (1-0-1 50.00%),3 (1.50),←,
41,"Thompson, Robert",23y 160d,2 (1-0-1 50.00%),,←,
12,"Tregenza, Simon",20y 22d,2 (1-0-1 50.00%),,←,
44,"Warhurst, Tom",28y 42d,2 (1-0-1 50.00%),,←,
Totals,Totals,25y 251d,165 (71-2-92 43.03%),151 (0.92),,
C,"Cornes, Graham",43y,2 (1-0-1 50.00%),,←,
