Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",18y 214d,10 (4-0-6 40.00%),3 (0.30),←,
8,"Burns, Ronnie",29y 115d,127 (68-2-57 54.33%),234 (1.84),←,
35,"Chapman, Paul",20y 243d,21 (11-0-10 52.38%),14 (0.67),←,
14,"Clarke, David",22y 52d,71 (33-1-37 47.18%),40 (0.56),←,
11,"Corey, Joel",20y 139d,33 (16-0-17 48.48%),9 (0.27),←,
44,"Enright, Corey",20y 295d,25 (12-0-13 48.00%),7 (0.28),←,
7,"Graham, Ben",28y 246d,166 (95-1-70 57.53%),86 (0.52),←,
2,"Harley, Tom",23y 353d,69 (35-1-33 51.45%),5 (0.07),68 (34-1-33 50.74%),4 (0.06)
41,"Hunt, Josh",20y 114d,11 (5-0-6 45.45%),1 (0.09),←,
20,"Johnson, Steve",19y 2d,4 (2-0-2 50.00%),2 (0.50),←,
9,"Kelly, James",18y 189d,7 (5-0-2 71.43%),1 (0.14),←,
1,"King, Steven",23y 226d,116 (57-1-58 49.57%),60 (0.52),←,
18,"Kingsley, Kent",23y 283d,42 (26-0-16 61.90%),71 (1.69),30 (15-0-15 50.00%),61 (2.03)
45,"Ling, Cameron",21y 129d,37 (20-1-16 55.41%),21 (0.57),←,
24,"Lord, Aaron",26y 350d,137 (70-2-65 51.82%),173 (1.26),44 (30-1-13 69.32%),37 (0.84)
39,"Milburn, Darren",25y 82d,96 (45-0-51 46.88%),44 (0.46),←,
21,"Mooney, Cameron",22y 283d,39 (24-0-15 61.54%),21 (0.54),28 (14-0-14 50.00%),19 (0.68)
34,"Rahilly, James",23y 21d,60 (23-1-36 39.17%),9 (0.15),←,
15,"Riccardi, Peter",29y 201d,213 (122-2-89 57.75%),220 (1.03),←,
27,"Sanderson, Brenton",28y 129d,157 (78-2-77 50.32%),30 (0.19),147 (76-2-69 52.38%),25 (0.17)
30,"Scarlett, Matthew",23y 31d,61 (33-0-28 54.10%),7 (0.11),←,
40,"Wojcinski, David",21y 291d,30 (15-0-15 50.00%),4 (0.13),←,
Totals,Totals,23y 98d,1532 (799-14-719 52.15%),1062 (0.69),,
C,"Thompson, Mark",38y 229d,59 (29-1-29 50.00%),,←,
