Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",5,3,4,9,1,,16.0,2.0,1.0,4.0,5.0,2.0,,2.0,,5.0,5.0,1.0,,4.0,,,
16,"Barnard, Paul",6,2,6,12,,,,,2.0,2.0,1.0,1.0,,3.0,,6.0,6.0,,,,,,
8,"Bewick, Darren",4,,2,6,1,,,1.0,1.0,2.0,3.0,,,1.0,,2.0,3.0,,,2.0,,,
32,"Blumfield, Justin",14,5,8,22,,1.0,,1.0,1.0,5.0,3.0,1.0,1.0,1.0,,10.0,12.0,1.0,,,,,
33,"Caracella, Blake",17,5,5,22,6,3.0,,,,6.0,1.0,2.0,,5.0,3.0,13.0,8.0,2.0,2.0,,,,
22,"Doolan, Ben",9,2,4,13,,1.0,,1.0,1.0,2.0,2.0,,2.0,1.0,,7.0,6.0,,,,,,
36,"Eastaugh, Simon",1,1,,1,,,5.0,3.0,,1.0,1.0,,,2.0,,,1.0,,1.0,,,,
31,"Fletcher, Dustin",10,3,1,11,,,,1.0,6.0,,,,4.0,,,5.0,4.0,1.0,,,,,
11,"Hardwick, Damien",15,1,7,22,,,,1.0,3.0,1.0,2.0,,3.0,,,13.0,8.0,,,1.0,1.0,,
26,"Heffernan, Chris",7,3,2,9,2,,,3.0,,3.0,1.0,2.0,,1.0,,6.0,4.0,,2.0,,,,
18,"Lloyd, Matthew",9,5,3,12,1,,,1.0,,2.0,1.0,2.0,2.0,1.0,,6.0,5.0,4.0,2.0,1.0,,,
13,"Long, Michael",14,2,12,26,1,2.0,1.0,2.0,,5.0,3.0,2.0,1.0,,2.0,13.0,13.0,,,3.0,,,
25,"Lucas, Scott",2,1,,2,,,,,,1.0,,,1.0,,,2.0,1.0,1.0,1.0,,,,
10,"McVeigh, Mark",6,2,3,9,2,,,,,1.0,,,1.0,,,3.0,5.0,1.0,,,,,
2,"Mercuri, Mark",11,3,6,17,,2.0,,1.0,,3.0,,1.0,,1.0,,5.0,11.0,,2.0,1.0,1.0,,
24,"Misiti, Joe",19,5,12,31,,,,1.0,2.0,9.0,7.0,1.0,3.0,2.0,,15.0,17.0,,,2.0,,,
29,"Moorcroft, Gary",8,1,7,15,,,,2.0,,2.0,2.0,4.0,1.0,3.0,,9.0,4.0,,,3.0,,,
15,"Prior, Michael",15,1,1,16,,,,,9.0,,2.0,,1.0,,,4.0,12.0,,,2.0,,,
43,"Rioli, Dean",6,3,5,11,2,1.0,,2.0,,3.0,,2.0,,4.0,,5.0,7.0,1.0,1.0,,,,
7,"Solomon, Dean",9,2,3,12,,,,1.0,3.0,3.0,1.0,,,,,7.0,5.0,1.0,,1.0,,,
6,"Wellman, Sean",14,5,5,19,,,,,4.0,3.0,5.0,1.0,,,,10.0,7.0,1.0,,3.0,,,
35,"Young, Barry",11,4,8,19,,,,3.0,3.0,3.0,4.0,3.0,1.0,2.0,,7.0,12.0,,,2.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,59,104,316,16,13.0,22.0,26.0,36.0,61.0,44.0,24.0,21.0,29.0,5.0,153.0,156.0,14.0,11.0,25.0,3.0,,
Opposition,Opposition,174,48,73,247,8,13.0,34.0,13.0,38.0,50.0,40.0,19.0,29.0,21.0,1.0,142.0,106.0,8.0,12.0,12.0,2.0,,
