Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Jeremy",9,7,4,13,2,2.0,,1.0,,3.0,,1.0,,,,3.0,10.0,1.0,5.0,5.0,,1.0,89.0
3,"Coniglio, Stephen",14,5,13,27,1,,5.0,2.0,4.0,4.0,7.0,4.0,2.0,2.0,2.0,8.0,19.0,,,3.0,1.0,,80.0
35,"Corr, Aidan",6,4,2,8,,,1.0,3.0,5.0,,,,,,,3.0,5.0,1.0,,6.0,1.0,,87.0
1,"Davis, Phil",7,5,2,9,,,1.0,,3.0,,,1.0,1.0,1.0,,3.0,5.0,1.0,,7.0,,,86.0
4,"Greene, Toby",15,5,16,31,1,,2.0,5.0,2.0,7.0,6.0,1.0,,,3.0,10.0,21.0,,,1.0,1.0,,81.0
32,"Griffen, Ryan",6,3,10,16,,,,3.0,4.0,2.0,1.0,4.0,1.0,2.0,,5.0,13.0,,,4.0,2.0,1.0,87.0
19,"Haynes, Nick",7,5,5,12,1,,,2.0,3.0,3.0,,,,,,4.0,7.0,1.0,,4.0,2.0,,89.0
33,"Hoskin-Elliott, Will",8,4,1,9,1,1.0,,5.0,2.0,,,2.0,,1.0,,1.0,8.0,,2.0,,,,89.0
22,"Kelly, Josh",9,5,13,22,2,1.0,,1.0,2.0,1.0,2.0,3.0,,2.0,,10.0,12.0,,2.0,2.0,,1.0,82.0
37,"Lobb, Rory",5,5,7,12,,1.0,6.0,3.0,,,,1.0,1.0,1.0,,6.0,6.0,3.0,1.0,2.0,,,88.0
25 ↑,"McCarthy, Cam",7,5,4,11,2,,,1.0,,1.0,,2.0,,1.0,,2.0,9.0,,3.0,1.0,,1.0,41.0
7,"Palmer, Rhys",9,2,2,11,1,,,4.0,,3.0,,4.0,1.0,,,4.0,7.0,,,,1.0,3.0,91.0
24,"Patfull, Joel",6,2,2,8,,,,4.0,2.0,1.0,,1.0,1.0,,,1.0,7.0,,,1.0,,,85.0
12,"Patton, Jonathon",7,4,2,9,,1.0,,,,5.0,,1.0,,,,3.0,6.0,1.0,1.0,,,1.0,86.0
27,"Phillips, Andrew",3,6,6,9,,,16.0,1.0,1.0,,2.0,4.0,,4.0,,7.0,3.0,4.0,,4.0,,,73.0
9 ↓,"Scully, Tom",4,,1,5,,,,3.0,1.0,2.0,,1.0,1.0,1.0,,1.0,5.0,,,,,,46.0
23,"Shaw, Heath",18,5,2,20,,,,5.0,10.0,1.0,,3.0,2.0,,,6.0,9.0,,,2.0,14.0,1.0,89.0
10,"Smith, Devon",8,4,2,10,2,,,4.0,,,,2.0,1.0,,,3.0,8.0,,,2.0,2.0,,82.0
17,"Treloar, Adam",11,2,13,24,,1.0,,9.0,2.0,1.0,4.0,2.0,,,,7.0,16.0,,,1.0,,,89.0
8,"Ward, Callan",8,1,13,21,,,,5.0,1.0,4.0,4.0,1.0,,1.0,,8.0,12.0,,,,,,87.0
6,"Whitfield, Lachie",15,4,9,24,1,,,3.0,1.0,5.0,3.0,6.0,2.0,1.0,,6.0,17.0,,1.0,2.0,,,91.0
16,"Wilson, Nathan",14,6,4,18,,,,,4.0,2.0,,1.0,,,,3.0,13.0,,,2.0,,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,89,133,329,14,9.0,31.0,64.0,47.0,45.0,29.0,45.0,13.0,17.0,5.0,104.0,218.0,12.0,15.0,49.0,24.0,9.0,
Opposition,Opposition,229,126,155,384,8,13.0,30.0,59.0,29.0,58.0,34.0,47.0,17.0,13.0,1.0,115.0,264.0,12.0,11.0,25.0,6.0,5.0,
