Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
37,"Allan, Ben",21y 209d,1 (1-0-0 100.00%),,←,
8,"Anderson, Dean",22y 284d,28 (24-0-4 85.71%),30 (1.07),←,
7,"Ayres, Gary",29y 226d,201 (152-1-48 75.87%),42 (0.21),←,
23,"Brereton, Dermott",25y 266d,155 (119-1-35 77.10%),348 (2.25),←,
4,"Collins, Andrew",25y 17d,60 (49-0-11 81.67%),13 (0.22),←,
3,"Condon, Anthony",22y 157d,36 (29-0-7 80.56%),12 (0.33),←,
32,"Cooper, Paul",22y 36d,4 (3-0-1 75.00%),,←,
14,"Dear, Greg",27y 25d,104 (85-0-19 81.73%),17 (0.16),←,
13,"Dear, Paul",23y 135d,21 (16-0-5 76.19%),13 (0.62),←,
9,"DiPierdomenico, Robert",32y 7d,229 (164-0-65 71.62%),126 (0.55),←,
19,"Dunstall, Jason",25y 271d,116 (95-0-21 81.90%),514 (4.43),←,
1,"Jencke, Ray",24y 48d,60 (46-0-14 76.67%),14 (0.23),←,
24,"Langford, Chris",27y 130d,153 (121-1-31 79.41%),25 (0.16),←,
12,"Lawrence, Stephen",21y 20d,11 (9-0-2 81.82%),5 (0.45),←,
15,"Morris, Russell",27y 345d,90 (69-1-20 77.22%),50 (0.56),←,
35,"Morrissey, James",25y 220d,47 (39-0-8 82.98%),43 (0.91),←,
44,"Platten, John",27y 56d,100 (81-0-19 81.00%),105 (1.05),←,
18,"Pritchard, Darrin",24y 52d,63 (52-0-11 82.54%),28 (0.44),←,
17,"Tuck, Michael",36y 322d,390 (276-1-113 70.90%),315 (0.81),←,
10,"Wittman, Chris",24y 255d,57 (48-0-9 84.21%),58 (1.02),←,
Totals,Totals,25y 300d,1926 (1478-5-443 76.74%),1758 (0.91),,
C,"Jeans, Allan",56y 233d,538 (343-2-193 63.94%),,205 (150-1-54 73.41%),
